ME,Iteration,Hidden Nodes,Learning Rate,Momentum,Regularization
13.4563405116699,0,"(16, 32, 16)",0.2,0.5,0.0005
13.5468951371756,2,"(32, 32)",0.2,0.3,0.0005
13.7258433535545,0,"(16, 32, 16)",0.2,0.5,0.001
13.7449091486548,1,"(32, 32)",0.2,0.3,0.001
13.750267907948,1,"(8, 16, 8)",0.2,0.3,0.001
13.8887470731108,1,"(32, 32)",0.2,0.8,0.0005
13.9227757302925,2,"(16, 32, 16)",0.2,0.8,0.001
13.9342658006206,2,"(16, 32, 16)",0.2,0.3,0.0005
13.9710205261437,0,"(16, 32, 16)",0.2,0.8,0.0001
14.0892156905964,1,"(16, 32, 16)",0.2,0.5,0.0001
14.129166747679,0,"(16, 32, 16)",0.2,0.3,0.0005
14.1499291932195,2,"(16, 32, 16)",0.2,0.8,0.0001
14.3745369772323,1,"(8, 16, 8)",0.2,0.5,0.001
14.6617195943224,2,"(16, 32, 16)",0.2,0.5,0.001
14.7040192306117,2,"(16, 32, 16)",0.2,0.3,0.001
14.8857257223135,1,"(16, 32, 16)",0.2,0.5,0.0005
