ME,Iteration,Hidden Nodes,Learning Rate,Momentum,Regularization
10.9261044390675,2,128,0.1,0.8,0.0001
10.926619039044,1,128,0.2,0.3,0.0005
10.93399812359,0,64,0.2,0.8,0.001
10.9398779626662,2,32,0.2,0.8,0.001
10.9494459042735,1,"(8, 8, 8)",0.2,0.5,0.001
10.9512966014887,1,64,0.1,0.8,0.0001
10.9526180393207,2,"(8, 8, 8)",0.1,0.5,0.001
10.9551382507586,2,"(16, 32, 16)",0.1,0.8,0.001
10.9602054206184,1,"(8, 16, 8)",0.2,0.8,0.001
10.963834303198,1,64,0.2,0.3,0.0005
10.964349918741,2,128,0.2,0.3,0.001
10.9647646327716,0,"(32, 32)",0.2,0.3,0.0001
10.9685081136351,2,"(8, 16, 8)",0.1,0.5,0.0001
10.9695673595241,0,32,0.1,0.3,0.0001
10.9794705539284,0,"(16, 32, 16)",0.1,0.8,0.001
10.9819638267868,2,"(8, 8)",0.1,0.5,0.001
10.9857777084874,0,"(8, 8)",0.2,0.5,0.0005
10.9865200895527,2,"(8, 16, 8)",0.2,0.8,0.0001
10.9874330598443,2,"(16, 16)",0.2,0.5,0.001
10.9953884440269,1,"(32, 32)",0.2,0.5,0.001
11.0021873771195,0,"(16, 16)",0.2,0.5,0.001
11.00809149201,2,32,0.2,0.3,0.0001
11.0225825591748,0,"(8, 8, 8)",0.2,0.5,0.001
11.0251088063349,1,"(8, 8, 8)",0.2,0.3,0.0005
11.0431063496998,0,"(8, 16, 8)",0.1,0.3,0.0001
11.0448643891254,1,"(16, 32, 16)",0.1,0.3,0.0005
11.0454054099643,1,"(16, 32, 16)",0.2,0.8,0.0005
11.0496601543018,1,"(32, 32)",0.2,0.5,0.0005
11.0577239037074,1,64,0.2,0.3,0.001
11.0597603683872,2,"(8, 16, 8)",0.2,0.3,0.001
11.0685344017132,1,"(32, 32)",0.2,0.3,0.0005
11.0785764489226,2,"(8, 8, 8)",0.2,0.8,0.0001
11.0838445062984,2,"(8, 8)",0.1,0.8,0.0001
11.0891112647259,0,128,0.2,0.5,0.001
11.0929149421243,0,"(16, 16)",0.1,0.8,0.001
11.0994674878124,1,"(8, 8)",0.2,0.5,0.0005
11.1024585541078,0,"(32, 32)",0.1,0.8,0.001
11.111857791583,0,"(32, 32)",0.2,0.5,0.0005
11.1255487489485,0,64,0.1,0.8,0.0001
11.1322309346986,2,32,0.2,0.5,0.0005
11.1442957046727,2,"(16, 16)",0.2,0.3,0.0001
11.1504075622364,2,"(8, 8)",0.1,0.3,0.0005
11.1519739589268,2,"(8, 8)",0.2,0.5,0.0001
11.1538076263707,2,64,0.1,0.5,0.0005
11.1645105709663,1,"(32, 32)",0.2,0.8,0.001
11.1755314817717,0,"(8, 16, 8)",0.2,0.5,0.0005
11.2044719085821,1,"(8, 16, 8)",0.2,0.5,0.0001
11.2101504915387,2,"(32, 32)",0.2,0.5,0.0001
11.21133631232,2,128,0.1,0.3,0.0005
11.2247399216437,0,"(32, 32)",0.1,0.3,0.001
11.2304948724731,0,128,0.2,0.3,0.0005
11.2305725683521,2,"(8, 16, 8)",0.2,0.8,0.001
11.2339579273611,0,"(16, 16)",0.1,0.8,0.0005
11.2345278808077,0,128,0.1,0.5,0.0005
11.2360179425419,1,"(32, 32)",0.2,0.3,0.0001
11.2468206447835,2,64,0.2,0.3,0.001
11.2597066534167,1,64,0.2,0.8,0.001
11.2819859214166,2,"(8, 16, 8)",0.2,0.5,0.0001
11.2847953212628,0,"(32, 32)",0.2,0.8,0.001
11.3330184457842,0,64,0.1,0.5,0.0005
11.3348354648912,0,"(8, 8, 8)",0.1,0.3,0.0001
11.3439825786865,0,128,0.2,0.3,0.001
11.3761342972179,0,"(8, 16, 8)",0.2,0.8,0.0001
11.3970568187335,1,"(8, 8, 8)",0.2,0.3,0.0001
11.4065408810008,2,"(32, 32)",0.2,0.8,0.001
11.4120181458439,1,"(8, 8)",0.2,0.8,0.0005
11.4393298580193,2,"(8, 8, 8)",0.2,0.3,0.001
11.4488577598523,0,"(32, 32)",0.2,0.8,0.0005
11.4557368766786,1,"(8, 16, 8)",0.1,0.5,0.0001
11.4675393948706,1,"(16, 32, 16)",0.1,0.5,0.0001
11.4734400665651,2,"(8, 16, 8)",0.2,0.3,0.0001
11.4995951588796,1,"(16, 32, 16)",0.2,0.3,0.0005
11.5214886241698,2,"(16, 16)",0.2,0.8,0.001
11.5299496215989,2,"(16, 16)",0.2,0.8,0.0005
11.5402846734999,0,"(8, 16, 8)",0.2,0.3,0.001
11.5522161368395,2,"(8, 8, 8)",0.2,0.3,0.0005
11.5809356291061,0,"(8, 8, 8)",0.2,0.3,0.0001
11.5827191705181,1,"(16, 16)",0.2,0.8,0.001
11.6044795052912,2,"(16, 16)",0.2,0.3,0.001
11.6080831832344,0,"(32, 32)",0.2,0.3,0.0005
11.6262497981982,1,"(16, 16)",0.2,0.8,0.0005
11.6297339368258,2,"(16, 16)",0.2,0.5,0.0005
11.6528262248875,0,"(16, 16)",0.2,0.5,0.0001
11.66814116487,1,"(8, 16, 8)",0.2,0.3,0.0001
11.7020365040829,0,"(16, 32, 16)",0.2,0.3,0.001
11.7198915365537,0,"(8, 16, 8)",0.2,0.3,0.0001
11.7516103129976,2,"(8, 8, 8)",0.2,0.3,0.0001
11.7627583427439,1,"(32, 32)",0.1,0.8,0.0001
11.7653227404775,0,"(16, 16)",0.2,0.3,0.0005
11.770657802236,0,"(8, 8, 8)",0.2,0.5,0.0001
11.7994230491036,2,"(16, 16)",0.2,0.8,0.0001
11.8206696817869,1,"(16, 16)",0.2,0.5,0.0005
11.8783561923726,1,"(16, 32, 16)",0.1,0.5,0.0005
11.9100780957375,0,"(16, 16)",0.2,0.8,0.0005
11.9256862560104,0,"(8, 8)",0.1,0.8,0.0001
12.1164164763686,1,"(8, 16, 8)",0.2,0.8,0.0001
12.1637164064119,1,"(16, 32, 16)",0.2,0.8,0.0001
12.1702639092383,0,"(16, 32, 16)",0.2,0.8,0.0005
12.1809391123375,2,"(16, 32, 16)",0.2,0.3,0.0001
12.2160068509349,0,"(8, 16, 8)",0.2,0.8,0.001
12.2478941550672,0,"(8, 8, 8)",0.2,0.3,0.0005
12.2534367042687,1,"(16, 32, 16)",0.2,0.3,0.001
12.2956972121643,1,"(16, 32, 16)",0.2,0.3,0.0001
12.3055783047808,2,"(16, 32, 16)",0.2,0.5,0.0001
12.3148776695263,2,"(32, 32)",0.2,0.8,0.0005
12.4142120642807,0,"(8, 16, 8)",0.2,0.3,0.0005
12.4839195466265,2,"(8, 16, 8)",0.2,0.8,0.0005
12.5324316637407,0,"(16, 32, 16)",0.2,0.3,0.0001
12.5853217135101,2,"(32, 32)",0.2,0.8,0.0001
12.5887199436099,2,"(8, 16, 8)",0.2,0.5,0.0005
12.5909133559586,0,"(8, 16, 8)",0.2,0.5,0.001
12.609863327511,2,"(16, 16)",0.2,0.3,0.0005
12.6280189765794,1,"(16, 32, 16)",0.2,0.8,0.001
12.6806250554165,2,"(16, 32, 16)",0.2,0.5,0.0005
12.7147085046492,2,"(8, 8, 8)",0.2,0.8,0.001
12.7213035282384,0,"(16, 32, 16)",0.2,0.5,0.0001
12.7531044671398,0,"(8, 16, 8)",0.2,0.8,0.0005
12.9080482371619,2,"(32, 32)",0.2,0.5,0.001
13.0398530241024,2,"(32, 32)",0.2,0.3,0.001
13.0558815525273,0,"(16, 32, 16)",0.2,0.8,0.001
13.0878129831429,2,"(8, 16, 8)",0.2,0.3,0.0005
13.1203824696431,1,"(16, 32, 16)",0.2,0.5,0.001
13.3234516860666,1,"(16, 16)",0.2,0.3,0.0005
13.3458516061143,2,"(16, 32, 16)",0.2,0.8,0.0005
13.4470825910909,2,"(8, 16, 8)",0.2,0.5,0.001
