@relation ./files/finalDataSetTrimmed.csv
@attribute Pick integer
@attribute Pos { C, SG, FC, G, F, SF, PF, PG, GF }
@attribute HT integer
@attribute WT integer
@attribute Age integer
@attribute League { NCAA, INTERNATIONAL, GLEAGUE }
@attribute GP integer
@attribute GS integer
@attribute MIN real
@attribute FGM real
@attribute FGA real
@attribute FG_percent real
@attribute 3PM real
@attribute 3PA real
@attribute 3P_percent real
@attribute FTM real
@attribute FTA real
@attribute FT_percent real
@attribute OFF real
@attribute DEF real
@attribute TRB real
@attribute AST real
@attribute STL real
@attribute BLK real
@attribute PF real
@attribute TOV real
@attribute PTS real
@attribute TS_percent real
@attribute eFG_percent real
@attribute ORB_percent real
@attribute DRB_percent real
@attribute TRB_percent real
@attribute AST_percent real
@attribute TOV_percent real
@attribute STL_percent real
@attribute BLK_percent real
@attribute USG_percent real
@attribute Total_S_percent real
@attribute PPR real
@attribute PPS real
@attribute ORtg real
@attribute DRtg real
@attribute PER real
@data
61,SG,193,84,23,NCAA,104,104,33,5.17,11.56,0.448,1.86,4.93,0.376,1.51,1.95,0.773,0.95,2.75,3.7,3.09,0.87,0.13,2.07,2.21,13.71,0.549,0.528,3.28,8.7,6.11,16.32,15.05,1.48,0.42,21.63,159.72,-0.45,1.19,108,106.8,14.61
61,G,188,88,21,NCAA,64,62,32.7,4.41,9.94,0.443,0.98,3.28,0.3,3.16,4.12,0.765,1.09,3.88,4.97,6.33,3.66,0.33,2.7,3.34,12.95,0.544,0.493,3.69,13.21,8.42,33.57,21.94,5.86,1.03,21.47,150.85,2.44,1.3,108.3,100.2,20.22
61,SG,198,98,22,NCAA,142,103,29.7,4.23,9.98,0.423,1.7,4.8,0.354,1.19,1.75,0.679,0.6,3.14,3.74,1.99,0.73,0.06,1.15,1.4,11.34,0.524,0.508,2.6,13.42,8.06,13.77,11.47,1.54,0.24,23.07,145.6,-0.28,1.14,105,104.9,15.15
61,SG,196,93,22,NCAA,143,86,23.9,2.22,5.58,0.398,1.19,3.21,0.37,0.74,1.08,0.684,0.83,1.34,2.17,1.37,1.03,0.12,1.87,0.79,6.38,0.523,0.505,4.11,6.33,5.25,9.71,11.48,2.55,0.47,14.65,145.27,0.52,1.14,113.8,103.7,11.63
61,G,191,88,22,NCAA,148,94,27.5,3.36,8.18,0.412,1.82,4.7,0.388,1.3,1.6,0.814,0.38,1.59,1.97,2,0.39,0.2,1.7,1.04,9.86,0.552,0.523,1.71,7.09,4.41,14.66,10.43,0.89,0.74,19.85,161.44,1.15,1.21,115.8,103.8,14.1
61,G,183,77,22,NCAA,141,85,24.5,3.24,7.62,0.426,1.34,3.58,0.374,2.42,2.95,0.82,0.28,1.82,2.09,3.58,1.45,0.03,2.55,2.27,10.24,0.568,0.514,1.21,8.78,4.81,28.05,20.11,3.46,0.13,22.69,161.95,0.48,1.34,108.4,96.3,16.82
61,F,203,100,22,NCAA,134,86,25.5,3.09,7.37,0.419,1.31,3.56,0.369,2.49,3.29,0.755,1.01,2.81,3.81,1.05,0.46,0.36,1.81,1.7,9.98,0.558,0.508,4.69,12.2,8.57,8.04,15.99,1.09,1.58,21.6,154.31,-3.99,1.35,106.7,100.2,14.24
61,G,196,87,22,NCAA,131,110,28,3,6.93,0.433,1.32,3.63,0.364,1.98,2.53,0.782,0.9,3.3,4.2,1.79,1.37,0.76,2.2,1.26,9.3,0.572,0.528,4.2,14.42,9.48,14.03,13.41,3.11,3.31,19.3,157.95,-0.25,1.34,112.6,95.5,17.74
61,F,208,94,21,NCAA,115,78,22.4,3.23,6.91,0.468,1.05,2.9,0.363,1.52,2.01,0.758,0.96,3.18,4.14,1.3,0.54,0.81,2.17,1.41,9.04,0.575,0.544,5.28,17.03,11.24,12.69,15.19,1.48,4.24,22.28,158.89,-2.54,1.31,110,100.8,17.6
61,F,198,95,22,NCAA,124,77,21.9,3.4,6.43,0.528,0.1,0.39,0.25,2.56,4.48,0.571,0.92,3.07,3.99,0.98,0.78,0.58,2.52,1.66,9.44,0.552,0.536,5.21,16.22,10.91,9.89,16.26,2.15,3.04,24.72,134.94,-4.68,1.47,102,94.9,16.52
61,G,183,86,22,NCAA,124,123,33.8,5.39,11.64,0.463,2.78,6.64,0.419,3.2,4.4,0.728,0.31,2.93,3.24,2.79,0.89,0.09,2.06,2.18,16.76,0.611,0.582,1.2,9.72,5.75,18.37,13.69,1.57,0.24,25,161.06,-0.95,1.44,116.1,104.2,18.81
61,G,188,82,22,NCAA,138,101,27.9,3.06,7.12,0.429,1.15,3.13,0.368,2.07,2.9,0.715,0.33,2.36,2.68,3.61,1.25,0.12,1.96,1.79,9.34,0.549,0.51,1.44,9.76,5.73,25.73,17.39,2.67,0.51,19.43,151.24,2.24,1.31,108.9,98,15.02
61,F,203,104,22,NCAA,125,93,27.8,5.9,10.79,0.546,0.17,0.56,0.3,4.3,6.41,0.672,2.46,5.22,7.69,1.39,0.94,1.74,3.47,3.05,16.26,0.588,0.554,10.7,21.94,16.41,12.22,18.05,2.01,7.44,31.14,151.8,-7.67,1.51,108.2,95.8,25.16
61,GF,196,107,22,NCAA,131,76,18.8,1.34,3.2,0.418,0.45,1.36,0.331,0.68,1.03,0.659,1.16,2.09,3.25,1.98,0.82,0.22,2.01,1.08,3.8,0.515,0.488,7.43,12.89,10.21,18.53,22.72,2.7,1.31,12.89,140.84,1.3,1.19,109.5,99.2,12.38
61,G,191,93,22,NCAA,123,102,29.8,3.62,8.06,0.449,0.66,2.09,0.315,3.3,4.76,0.694,0.57,2.62,3.19,3.28,0.77,0.15,1.8,2.11,11.2,0.543,0.49,2.4,10.59,6.58,23.45,17.01,1.58,0.52,22.32,145.82,0.25,1.39,107.1,106.4,15.03
61,PF,206,104,22,NCAA,102,26,15.1,1.85,3.92,0.472,1.06,2.66,0.399,0.68,0.84,0.802,0.75,2.74,3.48,0.49,0.48,0.65,1.33,0.6,5.44,0.629,0.608,5.76,18.94,12.71,5.43,12.16,1.81,4.31,15.67,167.33,-1.74,1.39,126.9,90.3,18.04
61,PG,198,93,20,NCAA,70,63,24,4.03,10.11,0.398,0.74,2.69,0.277,1.63,2.81,0.579,0.94,2.97,3.91,2.44,1.34,0.33,2.63,2.4,10.43,0.455,0.435,4.3,13.84,9.02,22.11,17.33,3.18,1.61,27.57,125.36,-3.18,1.03,92.2,92,13.64
61,PF,206,101,24,NCAA,150,103,22.3,2.84,4.58,0.62,0,0,0,1.51,2.63,0.575,2.41,3.89,6.29,0.95,0.59,0.92,2.26,0.93,7.19,0.617,0.62,13.06,19.67,16.48,7.62,13.71,1.56,3.95,15.47,119.48,-1.33,1.57,127.4,95.8,19.85
61,PG,193,99,23,NCAA,131,83,24.5,3.28,7.28,0.451,1.98,5.23,0.38,0.99,1.32,0.751,0.37,2.34,2.71,1.79,0.66,0.07,1.83,1.18,9.54,0.603,0.587,1.75,10.04,6.08,12.46,13.01,1.52,0.28,18.33,158.17,0.05,1.31,115.4,102.3,14.68
61,F,208,104,22,NCAA,103,77,24.1,4.65,8.95,0.52,0.12,0.48,0.245,2.51,3.84,0.654,2.72,3.62,6.34,1.28,0.43,1.18,2.94,1.99,11.93,0.554,0.526,13.57,17.46,15.55,11.83,15.59,1.09,5.57,26.87,141.85,-4.92,1.33,111,97.5,21.4
61,PG,196,75,19,NCAA,37,19,23.5,3,7.59,0.395,0.86,2.65,0.327,1.86,2.41,0.775,0.35,1.27,1.62,1.97,0.65,0.08,1.89,1.24,8.73,0.5,0.452,1.94,6.04,4.14,15.73,12.46,1.63,0.38,21.98,149.68,0.32,1.15,106,102.3,12.37
61,SG,193,89,20,NCAA,64,54,31.8,5.17,11.66,0.444,1.64,4.73,0.347,2.83,3.84,0.736,0.91,3.2,4.11,1.33,0.67,0.12,1.52,1.39,14.81,0.549,0.514,3.08,11.05,7.03,7.95,9.35,1.16,0.41,22.19,152.6,-1.51,1.27,111.9,112.6,15.71
61,F,196,109,23,NCAA,101,45,20.3,4,8.37,0.478,0.67,1.66,0.405,1.74,2.62,0.664,1.11,2.84,3.95,1.07,1.28,0.81,2.4,1.49,10.42,0.542,0.518,6.49,15.78,11.26,10.9,13.38,3.66,4.26,27.93,154.7,-3.76,1.24,104.8,97.2,20.98
61,F,206,109,23,NCAA,137,101,25.6,3.98,8.91,0.446,1.13,3.04,0.372,3.5,4.26,0.82,1.65,4.09,5.74,1.13,0.39,0.29,2.61,1.88,12.58,0.575,0.51,7.56,18.24,12.98,9.94,14.64,0.89,1.17,25.61,163.83,-4.39,1.41,112.2,103.6,18.83
61,G,196,88,22,NCAA,123,98,30.3,4.11,9.48,0.434,1.29,3.54,0.365,3.24,4.62,0.702,1.14,3.52,4.66,1.8,1.1,0.8,1.8,1.69,12.76,0.547,0.502,4.44,13.39,8.97,13.16,12.65,2.16,3.09,23.12,150.11,-1.63,1.35,109.1,98.8,18.06
61,GF,191,95,23,NCAA,131,70,24.1,3.72,8.69,0.428,1.85,4.67,0.395,2.24,2.52,0.888,0.44,1.22,1.66,0.94,0.51,0.05,1.82,1.19,11.52,0.582,0.534,2.12,5.93,4.01,8,10.75,1.24,0.21,22.93,171.09,-2.31,1.32,116.5,111.3,15.78
61,F,201,91,22,NCAA,105,70,23,3.18,7.07,0.45,0.95,2.84,0.336,1.59,2.22,0.717,1.43,3.46,4.89,0.6,0.63,0.6,2.14,0.94,8.9,0.548,0.518,6.88,17.04,11.9,5.35,10.4,1.61,2.77,19.9,150.24,-2.38,1.26,113,95.2,16.98
61,F,201,97,24,NCAA,135,98,27.6,4.29,9.12,0.47,1.26,3.33,0.378,2.73,3.59,0.759,1.38,3.27,4.64,2.25,0.47,0.31,1.76,1.87,12.56,0.58,0.539,6.07,14.15,10.14,17.55,14.71,1.06,1.25,24.34,160.69,-1.4,1.38,114.4,105.3,18.95
61,C,211,104,23,NCAA,133,102,21.9,2.61,4.1,0.637,0,0,0,1.51,2.35,0.644,1.77,2.68,4.45,0.22,0.18,2.76,2.89,1.01,6.73,0.646,0.637,10.05,13.39,11.83,2.06,16.2,0.51,14.01,15.31,128.09,-4.14,1.64,120,94.6,18.65
61,PG,191,95,21,NCAA,70,69,31.3,4.21,9.26,0.455,0.31,1.37,0.229,2.16,3.89,0.555,1.46,3.91,5.37,3.7,0.93,0.17,2.69,2.21,10.9,0.491,0.472,5.23,13.31,9.38,20.21,16.63,1.67,0.54,20.41,123.96,0.79,1.18,104,99.1,13.94
61,G,193,84,23,NCAA,70,38,31,4.99,11.94,0.417,2.13,5.89,0.362,3.07,4.4,0.698,0.93,4.23,5.16,1.7,1.34,0.56,2.16,1.56,15.17,0.541,0.507,3.31,15.25,9.25,11.74,9.99,2.57,2.04,25.38,147.72,-1.39,1.27,112.3,99.4,19.75
61,G,193,84,23,NCAA,121,98,30.4,4.45,10.16,0.439,1.16,3.36,0.345,3.22,4.49,0.718,0.69,3.4,4.08,3.79,1.25,0.63,2.62,3.14,13.29,0.541,0.496,2.98,13.96,8.62,28.05,20.35,2.55,2.43,28.22,150.16,-2.12,1.31,100.2,98.5,17.45
61,SG,198,91,22,GLEAGUE,1,1,27.8,8,13,0.615,3,6,0.5,1,2,0.5,0,3,3,3,3,1,3,1,20,0.72,0.731,0,9.35,5.71,15,6.72,4.99,3.5,22.99,161.54,3.48,1.54,135.6,90.5,29.47
61,F,203,115,22,NCAA,150,112,29.6,4.03,9.05,0.446,0.67,2.03,0.332,3.64,5.47,0.666,1.79,3.55,5.34,2.13,0.88,0.43,2.1,1.59,12.38,0.531,0.483,7.51,14.72,11.13,14.93,11.99,1.89,1.5,24.47,144.36,-0.62,1.37,113.5,98.2,19.47
61,C,211,116,19,NCAA,61,2,8.6,1,2.11,0.473,0,0,0,0.43,0.66,0.65,1.16,1.49,2.66,0.18,0.16,0.56,1.7,0.43,2.43,0.5,0.473,15.11,18.22,16.71,3.39,14.94,1.06,6.35,15.75,112.29,-3.46,1.15,110,93.9,14.29
61,F,206,104,20,NCAA,88,48,15.3,2.15,4.07,0.528,0.08,0.2,0.389,0.81,1.35,0.597,1.75,2.05,3.8,0.39,0.34,0.34,1.85,0.76,5.18,0.55,0.538,12.98,14.98,13.99,4.67,13.91,1.33,2.53,17.87,151.35,-3.36,1.27,114.1,94,16.43
61,G,193,86,22,NCAA,117,92,26.1,3.32,7.76,0.427,0.26,1.15,0.23,3.1,4.58,0.677,1.5,2.61,4.1,3.1,1.88,0.27,2.9,2.75,10,0.503,0.444,6.26,11.7,8.88,24.05,21.69,4.1,1.26,23.6,133.42,-2.52,1.29,98.4,98.5,16.13
61,F,203,103,23,NCAA,123,98,25.1,4.33,9.41,0.46,1.12,3.28,0.342,2.57,3.48,0.738,1.32,4.9,6.22,0.87,0.54,0.39,1.76,1.85,12.34,0.558,0.519,5.91,21.32,13.74,7.1,14.35,1.24,1.57,25.55,153.97,-4.91,1.31,106.1,95.2,18.47
61,F,208,106,22,NCAA,67,63,27.1,5.55,10.52,0.528,0,0.01,0,5.01,7.09,0.707,2.94,4.87,7.81,1.31,0.51,1.3,2.97,1.99,16.12,0.58,0.528,11.72,18.04,15,9.77,12.5,1,4.84,27.05,123.5,-3.72,1.53,117.2,99.7,23.77
61,C,203,102,20,NCAA,73,66,30.6,5.51,11.36,0.485,1.18,3.19,0.369,2.45,3.62,0.678,2.19,6.7,8.89,1.29,0.71,2.6,2.97,2.22,14.64,0.56,0.537,7.78,22.74,15.43,9.05,14.51,1.3,8.66,24.08,153.21,-4.33,1.29,107.8,93.2,21.19
61,G,193,93,23,NCAA,137,100,29.9,4.15,9.98,0.416,1.69,4.64,0.363,1.65,2.58,0.638,0.45,2.53,2.98,1.77,0.82,0.14,1.93,1.66,11.63,0.519,0.5,1.86,9.17,5.74,12.1,12.88,1.68,0.5,22.71,141.71,-1.63,1.17,102.7,102.2,13.39
61,SG,193,94,23,NCAA,100,96,30.5,4.3,10.14,0.424,1.27,4.32,0.294,2.49,3.74,0.666,0.5,2.66,3.16,4.51,1.01,0.04,2.13,2.56,12.36,0.519,0.487,1.96,9.79,5.99,27.87,17.68,1.9,0.14,23.4,138.38,1.43,1.22,105.3,104.5,15.19
61,F,201,95,24,NCAA,109,68,23.1,3.92,8.67,0.452,1.99,5.06,0.394,2.02,2.57,0.786,0.72,3.02,3.74,0.58,0.94,0.26,1.75,1.17,11.84,0.599,0.567,3.76,14.43,9.32,5.16,10.54,2.42,1.24,24.28,163.14,-3.37,1.37,117.6,98.8,20.24
61,G,196,95,23,NCAA,124,56,25.1,2.93,7.65,0.383,2.21,5.97,0.37,0.85,1.1,0.772,0.38,2.36,2.74,1.11,0.49,0.05,1.49,1.02,8.91,0.545,0.527,1.73,9.95,6.01,9.15,11.06,1.17,0.2,18.5,152.48,-1.1,1.16,111.4,104.8,12.45
61,SG,196,90,21,GLEAGUE,46,6,20.4,2.52,4.98,0.507,0.93,2.3,0.406,0.48,0.63,0.759,0.57,2.35,2.91,1.13,1.13,0.2,1.22,1,6.87,0.654,0.6,2.77,12.02,7.29,6.93,15.99,2.63,0.81,12.51,167.08,-1.19,1.38,113.2,113.1,12.76
61,SG,198,93,23,NCAA,105,57,27.4,4.03,10.41,0.387,1.52,4.47,0.341,2.72,3.37,0.808,0.75,2.74,3.5,1.19,0.73,0.39,1.59,1.7,12.3,0.512,0.46,3.12,11.49,7.28,9.92,12.43,1.63,1.57,26.19,153.61,-3.45,1.18,103.2,100.1,15.62
61,F,203,93,22,NCAA,132,73,23.2,3.3,7.53,0.438,1.73,4.41,0.392,0.89,1.2,0.736,0.51,2.15,2.66,0.61,0.57,0.59,1.12,0.73,9.2,0.568,0.552,2.74,10.68,6.88,5.03,8.24,1.5,2.66,20.42,156.52,-1.43,1.22,113.6,107,16.09
61,SG,193,91,22,NCAA,76,75,29.2,5.58,12.34,0.452,2.7,6.5,0.415,2.39,2.91,0.824,1.3,3.62,4.92,1.68,0.76,0.11,1.63,1.79,16.25,0.592,0.561,5.41,13.67,9.74,11.2,11.54,1.52,0.36,26.16,169.05,-2.26,1.32,121.5,105.5,21.31
61,G,196,88,24,NCAA,33,22,34.7,6.97,15.55,0.448,3.27,8.45,0.387,1.39,1.7,0.821,0.58,3.64,4.21,1.18,0.94,0.33,1.55,1.33,18.61,0.569,0.554,1.77,12.15,6.74,7.25,7.54,1.49,1.05,24.99,165.69,-1.51,1.2,111.4,113.9,18.38
61,SG,193,91,23,NCAA,91,61,25.9,3.6,8.3,0.434,1.84,4.77,0.385,2.01,2.54,0.792,0.98,1.81,2.79,1.18,0.66,0.44,1.64,1.2,11.05,0.582,0.545,4.27,7.99,6.12,9.14,11.19,1.48,1.8,20.53,161.14,-1.57,1.33,117.6,109.7,16.45
61,G,198,102,21,NCAA,137,112,28.2,4.26,9.83,0.433,1.16,3.31,0.351,3.8,4.78,0.795,1.16,3.55,4.72,2.05,0.89,0.28,1.93,1.61,13.47,0.557,0.492,4.78,15.33,9.94,16.06,11.71,1.9,1.15,25.62,157.92,-0.87,1.37,113.6,100.8,20.17
61,G,188,88,22,NCAA,124,95,27.5,3.37,7.79,0.433,0.94,2.66,0.352,2.26,3.12,0.724,0.52,2.55,3.06,3.02,0.66,0.11,1.85,2.03,9.94,0.536,0.493,2.25,10.8,6.58,23.07,17.98,1.41,0.42,21.71,150.77,-0.06,1.28,102.3,111.1,13.48
61,G,198,93,23,NCAA,125,85,22.4,3.93,9.53,0.412,1.73,4.57,0.378,2.48,2.82,0.881,0.7,2.5,3.21,1.54,0.82,0.09,1.82,1.46,12.06,0.555,0.503,3.5,12.06,7.85,14.12,11.87,2.11,0.42,27.11,167.12,-1.91,1.27,112.5,101.5,18.88
61,SF,208,93,20,GLEAGUE,1,0,0.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,100,0,52.04,0,0,0,0,0,0,0,0,235.5,141.8,35.8
61,SG,193,92,23,NCAA,141,102,26.9,3.64,8.69,0.419,2.03,4.96,0.409,2.16,2.8,0.772,0.65,2.4,3.04,1.21,0.58,0.06,1.7,1.03,11.47,0.572,0.536,2.85,9.41,6.32,8.44,9.31,1.27,0.2,21,160.01,-0.83,1.32,116.3,100.9,15.69
61,PF,208,122,22,NCAA,144,117,21.3,4.22,7.62,0.554,0,0.01,0,1.85,2.93,0.63,2.83,4.5,7.33,0.97,0.69,1.07,2.25,1.3,10.29,0.571,0.554,14.73,22.48,18.69,8.54,12.59,1.84,5.44,22.82,118.41,-2.95,1.35,118.3,93.9,24.04
61,PF,206,99,23,NCAA,131,97,24.6,2.36,4.66,0.507,0.02,0.09,0.167,0.92,1.6,0.571,1.84,4.03,5.87,0.6,0.39,0.87,2.53,1.14,5.65,0.521,0.508,9.08,18.49,13.96,4.6,17.35,0.95,3.8,13.89,124.47,-3.05,1.21,104,97.4,12.14
61,GF,196,98,21,NCAA,98,76,27.6,4.03,8.74,0.461,0.9,2.68,0.335,3.14,4.13,0.76,0.82,2.3,3.11,2.03,0.89,0.46,2.77,1.91,12.1,0.565,0.512,3.62,9.28,6.58,15.75,15.12,1.89,1.8,23.41,155.6,-2.02,1.38,109.7,103.9,16.23
61,F,213,113,23,NCAA,97,59,19.1,2.67,5.18,0.516,0,0,0,2.05,2.89,0.711,1.94,4.36,6.3,0.27,0.32,1.22,2.93,1.35,7.39,0.565,0.516,11.85,24.57,18.47,3.06,17.1,1,7.25,21.42,122.67,-6.25,1.43,107.5,94.8,18.93
61,G,191,88,22,NCAA,104,104,32.8,4.7,10.95,0.429,1.7,4.95,0.344,4.84,5.74,0.843,0.25,3.44,3.69,3.87,1.19,0.12,1.85,2.7,15.94,0.583,0.507,0.97,11.36,6.57,25.23,16.49,2.18,0.37,26.25,161.56,-0.39,1.46,114,100.1,19.72
61,PF,203,100,23,NCAA,132,43,16.7,3.12,6.48,0.481,0.05,0.28,0.189,1.2,1.88,0.637,1.02,2.66,3.67,0.96,0.57,0.36,1.51,1.05,7.49,0.508,0.485,6.84,18.17,12.46,11.64,12.49,1.94,2.36,24.77,130.76,-2.38,1.16,103,96.2,17.47
61,G,198,88,21,GLEAGUE,10,0,4.7,0.5,0.8,0.625,0.3,0.4,0.75,0.3,0.4,0.75,0.1,0,0.1,0.5,0,0,0.5,1.1,1.6,0.82,0.812,2.32,0,1.15,13.2,52.99,0,0,17.59,212.5,-15.58,2,80.6,124.1,1.87
1,SF,196,104,19,NCAA,32,31,33,6.34,15.78,0.402,2.25,7.66,0.294,4.12,5.34,0.772,0.75,4.47,5.22,2.84,1.34,0.56,2.19,2.72,19.06,0.52,0.473,2.52,14.76,8.69,17.88,12.92,2.26,1.71,30.41,146.78,-2.41,1.21,105.7,102.6,21.53
2,C,213,111,19,NCAA,3,3,23,6.67,8.67,0.769,0,0.33,0,6.33,9,0.704,4.33,6.33,10.67,0.33,0.33,3,1.67,1,19.67,0.76,0.769,22.38,26.65,24.73,2.94,7.17,0.77,15.2,27.79,147.29,-3.3,2.27,154.8,76.5,-
3,G,201,84,19,INTERNATIONAL,13,13,31.3,6.31,16.23,0.389,1.85,6.62,0.279,2.69,3.85,0.7,2,5.85,7.85,6.77,1.54,0.15,2.62,2.54,17.15,0.479,0.445,6.22,22.24,13.43,36.12,12.41,2.43,0.54,27.24,136.77,5.9,1.06,108,113.8,18.48
4,G,201,103,19,NCAA,29,0,22.5,3.28,7.14,0.459,0.55,1.72,0.32,2.14,2.55,0.838,1.31,2.69,4,1,1,1.03,1.62,1.72,9.24,0.553,0.498,6.98,13.79,10.45,8.35,17.11,2.55,5.6,22.12,161.68,-4.7,1.29,107.2,92.2,19.71
5,SG,196,102,19,NCAA,28,28,31.5,4.46,8.75,0.51,0.71,2.5,0.286,3.18,4.71,0.674,1.89,2.54,4.43,2.04,0.93,0.89,2.71,1.96,12.82,0.583,0.551,6.45,8.67,7.56,12.84,15.16,1.67,3.04,19.63,147.02,-1.9,1.47,116.5,99.5,19.17
6,PF,206,111,19,NCAA,28,28,30.6,6.25,10.14,0.616,0.04,0.14,0.25,3.68,5.11,0.72,3.29,5.36,8.64,1.07,1.21,2.71,2.68,2,16.21,0.645,0.618,12.5,18.49,15.64,8.38,13.73,2.26,9.63,23.6,158.65,-4.17,1.6,123.1,89,31.05
7,G,196,98,19,INTERNATIONAL,33,33,24.8,4.15,8.61,0.482,0.91,3.09,0.294,2.36,2.7,0.876,0.36,2.45,2.82,5.39,1.45,0.27,2.97,3.21,11.58,0.591,0.535,1.92,12.17,7.2,38.71,24.7,3.1,1.19,24.34,165.29,1.54,1.35,107.6,109.7,16.54
8,F,206,88,22,NCAA,64,46,29,6.97,10.77,0.647,0.67,1.61,0.417,2.52,3.56,0.706,1.36,5.2,6.56,2,0.8,1.03,1.89,2.05,17.12,0.687,0.679,6.4,19.75,13.79,15.12,14.11,1.65,3.95,26.68,177.09,-2.56,1.59,124.4,93.2,28.12
9,SG,206,95,19,INTERNATIONAL,59,26,21.7,3.42,6.78,0.505,1.03,3.1,0.333,1.14,1.93,0.588,0.56,4.1,4.66,2,0.68,0.66,2.07,1.58,9.02,0.591,0.581,3.23,21.67,12.86,14.84,17.12,1.66,3.18,19.67,142.61,-1.12,1.33,109.1,99.6,15.21
10,C,208,98,20,NCAA,64,64,28.9,4.89,9.48,0.516,0.8,2.47,0.323,2.94,4.14,0.709,2.95,5.66,8.61,0.84,0.56,1.77,2.16,1.47,13.52,0.59,0.558,11.95,21.14,16.73,6.54,11.37,1.16,6.8,22.86,154.79,-3.25,1.43,120.5,92.7,24.15
11,SG,201,88,20,NCAA,63,30,19.3,3.11,6.56,0.475,1.11,2.67,0.417,1.06,1.48,0.72,0.81,2.41,3.22,1.11,0.95,0.62,1.4,0.56,8.4,0.579,0.559,4.95,14.32,9.7,11.65,7.11,2.86,3.85,20.14,161.17,0.96,1.28,124.2,93.3,21.18
12,PG,196,78,20,NCAA,57,56,34.6,3.67,7.21,0.509,1.77,4.16,0.426,0.96,1.25,0.775,1.02,3.35,4.37,4.68,1.89,0.79,1.32,1.56,10.07,0.645,0.631,3.45,10.64,7.16,23.35,16.68,3.15,2.5,13.64,170.93,4.52,1.4,128.1,99.2,18.61
13,PG,185,77,19,NCAA,65,65,34.5,5.58,12.51,0.446,1.69,4.68,0.362,3,3.78,0.793,0.6,3.02,3.62,4,1.29,0.43,2.18,2.83,15.86,0.554,0.514,1.88,9.25,5.6,23.71,16.52,2.05,1.22,23.64,160.1,-0.45,1.27,109,103.7,16.78
14,F,198,97,21,NCAA,46,33,31,4.76,10.78,0.442,2.59,6.3,0.41,2.57,3.11,0.825,0.98,4.35,5.33,1.26,0.93,0.65,2.98,1.63,14.67,0.598,0.561,3.64,15.91,9.83,9.1,11.74,1.74,2.25,22.57,167.71,-2.57,1.36,116.3,103.3,18.78
15,PG,191,86,20,NCAA,22,20,34.9,5.95,15.68,0.38,2.23,6.41,0.348,4.36,5.82,0.75,0.45,5.23,5.68,3.95,1.32,0.27,2.91,3.5,18.5,0.501,0.451,1.36,16.09,8.62,24.1,15.95,2.14,0.87,29.86,147.72,-2.44,1.18,100.9,100.5,18.56
16,C,206,113,19,NCAA,32,32,32.3,6,10.53,0.57,0.16,0.62,0.25,4.81,6.22,0.774,2.75,6.03,8.78,0.84,0.53,2.06,2.62,2.22,16.97,0.629,0.577,10.62,19.41,15.41,6.26,14.13,0.94,6.95,24.49,159.36,-5.09,1.61,119.7,92.7,27.17
17,C,213,86,18,GLEAGUE,13,12,25.2,3,9.62,0.312,1.31,4.85,0.27,0.31,0.54,0.571,1.46,5.85,7.31,4,0.85,1.08,1.46,3.69,7.92,0.402,0.38,5.78,20.99,13.76,20.03,27.26,1.54,3.6,21.53,115.33,-3.88,0.82,78.5,105.6,7.14
18,SG,198,95,20,NCAA,30,30,30.8,4.07,9.6,0.424,1,2.77,0.361,2.83,3.63,0.78,1.3,3.27,4.57,2.6,1.53,0.43,2.43,1.63,11.97,0.528,0.476,4.81,11.89,8.38,15.67,12.6,2.81,1.6,20.64,156.49,0.32,1.25,110.6,92,18.18
19,F,203,98,21,NCAA,67,60,31.6,4.24,9.03,0.469,1.91,4.57,0.418,1.48,2.03,0.728,1.7,3.22,4.93,1.79,0.82,0.36,2.31,1.1,11.87,0.594,0.575,6.37,11.78,9.11,11.61,9.95,1.57,1.25,18.52,161.57,0.3,1.31,122.2,101.7,17.35
20,SF,203,107,21,NCAA,31,31,30.4,5.87,11.9,0.493,0.42,1.29,0.325,3.61,6.03,0.599,3,7.77,10.77,0.97,1.1,1.87,2.35,2.81,15.77,0.534,0.511,11.45,24.72,18.69,7.47,15.97,1.98,6.42,27.76,141.72,-6.77,1.33,101.2,81.6,23.83
21,PG,188,88,20,NCAA,31,28,34.5,4.84,11.32,0.427,1.06,3.65,0.292,3.23,3.87,0.833,0.39,3.9,4.29,3.19,0.87,0.39,2.39,2.16,13.97,0.531,0.474,1.45,12.12,7.28,18.71,14.11,1.48,1.25,22.75,155.27,-0.1,1.23,107.2,98.3,16.87
22,PF,211,109,19,NCAA,32,32,30.6,5.59,9.81,0.57,0.16,0.53,0.294,4.75,6.25,0.76,3.09,5.53,8.62,0.84,0.72,0.88,2.38,2.19,16.09,0.63,0.578,11.49,20.43,15.97,5.8,14.61,1.34,3.29,24.14,162.42,-5.26,1.64,120.5,91.3,25.99
23,SG,198,91,20,GLEAGUE,4,4,37,6,15,0.4,3,7.75,0.387,1.75,1.75,1,1.25,5,6.25,6.25,1.25,0.75,2.25,3.25,17,0.539,0.5,3.21,14.8,8.6,23.61,17.09,1.61,2.07,21.01,178.71,2.4,1.13,107.1,110.8,15.86
