Pos,HT,WT,Age,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg,Pick
SG,193cm,91kg,23,NCAA,61,8.3,0.434,4.77,0.385,2.54,0.792,2.79,1.18,0.66,0.44,1.64,1.2,11.05,0.582,0.545,4.27,7.99,6.12,11.19,1.48,1.8,161.14,-1.57,117.6,109.7,61
G,198cm,102kg,21,NCAA,112,9.83,0.433,3.31,0.351,4.78,0.795,4.72,2.05,0.89,0.28,1.93,1.61,13.47,0.557,0.492,4.78,15.33,9.94,11.71,1.9,1.15,157.92,-0.87,113.6,100.8,61
G,188cm,88kg,22,NCAA,95,7.79,0.433,2.66,0.352,3.12,0.724,3.06,3.02,0.66,0.11,1.85,2.03,9.94,0.536,0.493,2.25,10.8,6.58,17.98,1.41,0.42,150.77,-0.06,102.3,111.1,61
G,198cm,93kg,23,NCAA,85,9.53,0.412,4.57,0.378,2.82,0.881,3.21,1.54,0.82,0.09,1.82,1.46,12.06,0.555,0.503,3.5,12.06,7.85,11.87,2.11,0.42,167.12,-1.91,112.5,101.5,61
SF,208cm,93kg,20,GLEAGUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,52.04,0,0,0,0,0,235.5,141.8,61
SG,193cm,92kg,23,NCAA,102,8.69,0.419,4.96,0.409,2.8,0.772,3.04,1.21,0.58,0.06,1.7,1.03,11.47,0.572,0.536,2.85,9.41,6.32,9.31,1.27,0.2,160.01,-0.83,116.3,100.9,61
PF,208cm,122kg,22,NCAA,117,7.62,0.554,0.01,0,2.93,0.63,7.33,0.97,0.69,1.07,2.25,1.3,10.29,0.571,0.554,14.73,22.48,18.69,12.59,1.84,5.44,118.41,-2.95,118.3,93.9,61
PF,206cm,99kg,23,NCAA,97,4.66,0.507,0.09,0.167,1.6,0.571,5.87,0.6,0.39,0.87,2.53,1.14,5.65,0.521,0.508,9.08,18.49,13.96,17.35,0.95,3.8,124.47,-3.05,104,97.4,61
GF,196cm,98kg,21,NCAA,76,8.74,0.461,2.68,0.335,4.13,0.76,3.11,2.03,0.89,0.46,2.77,1.91,12.1,0.565,0.512,3.62,9.28,6.58,15.12,1.89,1.8,155.6,-2.02,109.7,103.9,61
F,213cm,113kg,23,NCAA,59,5.18,0.516,0,0,2.89,0.711,6.3,0.27,0.32,1.22,2.93,1.35,7.39,0.565,0.516,11.85,24.57,18.47,17.1,1,7.25,122.67,-6.25,107.5,94.8,61
G,191cm,88kg,22,NCAA,104,10.95,0.429,4.95,0.344,5.74,0.843,3.69,3.87,1.19,0.12,1.85,2.7,15.94,0.583,0.507,0.97,11.36,6.57,16.49,2.18,0.37,161.56,-0.39,114,100.1,61
PF,203cm,100kg,23,NCAA,43,6.48,0.481,0.28,0.189,1.88,0.637,3.67,0.96,0.57,0.36,1.51,1.05,7.49,0.508,0.485,6.84,18.17,12.46,12.49,1.94,2.36,130.76,-2.38,103,96.2,61
G,198cm,88kg,21,GLEAGUE,0,0.8,0.625,0.4,0.75,0.4,0.75,0.1,0.5,0,0,0.5,1.1,1.6,0.82,0.812,2.32,0,1.15,52.99,0,0,212.5,-15.58,80.6,124.1,61
SF,196cm,104kg,19,NCAA,31,15.78,0.402,7.66,0.294,5.34,0.772,5.22,2.84,1.34,0.56,2.19,2.72,19.06,0.52,0.473,2.52,14.76,8.69,12.92,2.26,1.71,146.78,-2.41,105.7,102.6,1
C,213cm,111kg,19,NCAA,3,8.67,0.769,0.33,0,9,0.704,10.67,0.33,0.33,3,1.67,1,19.67,0.76,0.769,22.38,26.65,24.73,7.17,0.77,15.2,147.29,-3.3,154.8,76.5,2
G,201cm,84kg,19,INTERNATIONAL,13,16.23,0.389,6.62,0.279,3.85,0.7,7.85,6.77,1.54,0.15,2.62,2.54,17.15,0.479,0.445,6.22,22.24,13.43,12.41,2.43,0.54,136.77,5.9,108,113.8,3
G,201cm,103kg,19,NCAA,0,7.14,0.459,1.72,0.32,2.55,0.838,4,1,1,1.03,1.62,1.72,9.24,0.553,0.498,6.98,13.79,10.45,17.11,2.55,5.6,161.68,-4.7,107.2,92.2,4
SG,196cm,102kg,19,NCAA,28,8.75,0.51,2.5,0.286,4.71,0.674,4.43,2.04,0.93,0.89,2.71,1.96,12.82,0.583,0.551,6.45,8.67,7.56,15.16,1.67,3.04,147.02,-1.9,116.5,99.5,5
PF,206cm,111kg,19,NCAA,28,10.14,0.616,0.14,0.25,5.11,0.72,8.64,1.07,1.21,2.71,2.68,2,16.21,0.645,0.618,12.5,18.49,15.64,13.73,2.26,9.63,158.65,-4.17,123.1,89,6
G,196cm,98kg,19,INTERNATIONAL,33,8.61,0.482,3.09,0.294,2.7,0.876,2.82,5.39,1.45,0.27,2.97,3.21,11.58,0.591,0.535,1.92,12.17,7.2,24.7,3.1,1.19,165.29,1.54,107.6,109.7,7
F,206cm,88kg,22,NCAA,46,10.77,0.647,1.61,0.417,3.56,0.706,6.56,2,0.8,1.03,1.89,2.05,17.12,0.687,0.679,6.4,19.75,13.79,14.11,1.65,3.95,177.09,-2.56,124.4,93.2,8
SG,206cm,95kg,19,INTERNATIONAL,26,6.78,0.505,3.1,0.333,1.93,0.588,4.66,2,0.68,0.66,2.07,1.58,9.02,0.591,0.581,3.23,21.67,12.86,17.12,1.66,3.18,142.61,-1.12,109.1,99.6,9
C,208cm,98kg,20,NCAA,64,9.48,0.516,2.47,0.323,4.14,0.709,8.61,0.84,0.56,1.77,2.16,1.47,13.52,0.59,0.558,11.95,21.14,16.73,11.37,1.16,6.8,154.79,-3.25,120.5,92.7,10
SG,201cm,88kg,20,NCAA,30,6.56,0.475,2.67,0.417,1.48,0.72,3.22,1.11,0.95,0.62,1.4,0.56,8.4,0.579,0.559,4.95,14.32,9.7,7.11,2.86,3.85,161.17,0.96,124.2,93.3,11
PG,196cm,78kg,20,NCAA,56,7.21,0.509,4.16,0.426,1.25,0.775,4.37,4.68,1.89,0.79,1.32,1.56,10.07,0.645,0.631,3.45,10.64,7.16,16.68,3.15,2.5,170.93,4.52,128.1,99.2,12
PG,185cm,77kg,19,NCAA,65,12.51,0.446,4.68,0.362,3.78,0.793,3.62,4,1.29,0.43,2.18,2.83,15.86,0.554,0.514,1.88,9.25,5.6,16.52,2.05,1.22,160.1,-0.45,109,103.7,13
F,198cm,97kg,21,NCAA,33,10.78,0.442,6.3,0.41,3.11,0.825,5.33,1.26,0.93,0.65,2.98,1.63,14.67,0.598,0.561,3.64,15.91,9.83,11.74,1.74,2.25,167.71,-2.57,116.3,103.3,14
PG,191cm,86kg,20,NCAA,20,15.68,0.38,6.41,0.348,5.82,0.75,5.68,3.95,1.32,0.27,2.91,3.5,18.5,0.501,0.451,1.36,16.09,8.62,15.95,2.14,0.87,147.72,-2.44,100.9,100.5,15
C,206cm,113kg,19,NCAA,32,10.53,0.57,0.62,0.25,6.22,0.774,8.78,0.84,0.53,2.06,2.62,2.22,16.97,0.629,0.577,10.62,19.41,15.41,14.13,0.94,6.95,159.36,-5.09,119.7,92.7,16
C,213cm,86kg,18,GLEAGUE,12,9.62,0.312,4.85,0.27,0.54,0.571,7.31,4,0.85,1.08,1.46,3.69,7.92,0.402,0.38,5.78,20.99,13.76,27.26,1.54,3.6,115.33,-3.88,78.5,105.6,17
SG,198cm,95kg,20,NCAA,30,9.6,0.424,2.77,0.361,3.63,0.78,4.57,2.6,1.53,0.43,2.43,1.63,11.97,0.528,0.476,4.81,11.89,8.38,12.6,2.81,1.6,156.49,0.32,110.6,92,18
F,203cm,98kg,21,NCAA,60,9.03,0.469,4.57,0.418,2.03,0.728,4.93,1.79,0.82,0.36,2.31,1.1,11.87,0.594,0.575,6.37,11.78,9.11,9.95,1.57,1.25,161.57,0.3,122.2,101.7,19
SF,203cm,107kg,21,NCAA,31,11.9,0.493,1.29,0.325,6.03,0.599,10.77,0.97,1.1,1.87,2.35,2.81,15.77,0.534,0.511,11.45,24.72,18.69,15.97,1.98,6.42,141.72,-6.77,101.2,81.6,20
PG,188cm,88kg,20,NCAA,28,11.32,0.427,3.65,0.292,3.87,0.833,4.29,3.19,0.87,0.39,2.39,2.16,13.97,0.531,0.474,1.45,12.12,7.28,14.11,1.48,1.25,155.27,-0.1,107.2,98.3,21
PF,211cm,109kg,19,NCAA,32,9.81,0.57,0.53,0.294,6.25,0.76,8.62,0.84,0.72,0.88,2.38,2.19,16.09,0.63,0.578,11.49,20.43,15.97,14.61,1.34,3.29,162.42,-5.26,120.5,91.3,22
SG,198cm,91kg,20,GLEAGUE,4,15,0.4,7.75,0.387,1.75,1,6.25,6.25,1.25,0.75,2.25,3.25,17,0.539,0.5,3.21,14.8,8.6,17.09,1.61,2.07,178.71,2.4,107.1,110.8,23
G,198cm,80kg,19,INTERNATIONAL,14,8.47,0.417,3,0.294,2.24,0.737,3.94,2.47,1.18,0.41,2.12,1.47,9.59,0.507,0.469,4.29,16.32,10.29,13.46,2.76,1.65,144.76,0.78,104.8,111.3,24
PG,191cm,85kg,21,NCAA,27,7.15,0.403,3.46,0.397,3.28,0.895,2.85,1.49,0.64,0.07,1.7,1.21,10.07,0.578,0.499,1.38,11.32,6.74,12.19,1.52,0.34,169.49,-0.88,118.6,99.2,25
PG,188cm,86kg,22,NCAA,139,10.45,0.437,5.27,0.379,2.92,0.8,3.82,4.57,1.47,0.05,2.23,2.03,13.47,0.569,0.533,2.42,10.81,6.76,14.63,2.58,0.17,161.67,3.12,117.9,99.8,26
C,213cm,122kg,21,NCAA,79,7.23,0.746,0,0,3.62,0.416,7.87,0.69,0.47,1.98,2.76,1.98,12.29,0.686,0.746,13.33,23.77,18.87,18.09,1.15,9.34,116.15,-6.45,118.5,90,27
F,206cm,84kg,20,NCAA,21,10.84,0.405,4.1,0.339,3.68,0.763,5.81,2.1,0.77,1.39,3.32,3.23,12.97,0.515,0.469,4.38,15.72,10.56,20.4,1.42,4.88,150.65,-5.81,93.9,94.3,28
PG,185cm,84kg,22,NCAA,93,11.4,0.42,6.19,0.363,3.12,0.833,3.62,4.1,1.34,0.06,1.82,2,14.41,0.559,0.518,1.96,10.54,6.41,13.44,2.35,0.22,161.51,2.23,112.5,104.6,29
SG,198cm,98kg,22,NCAA,114,9.44,0.495,4.08,0.433,1.91,0.804,4.69,2.36,0.94,0.38,2.17,1.56,12.65,0.611,0.589,3.82,14.32,9.12,13.1,1.8,1.36,173.19,0.05,119.6,102.2,30
PG,188cm,77kg,20,NCAA,31,10.74,0.441,4.9,0.408,3.55,0.891,4.48,3.19,1.39,0.06,2.06,2.65,14.65,0.589,0.535,1.41,14.47,8.35,17.55,2.49,0.23,174.02,-1.61,108,90.9,31
PF,206cm,117kg,19,NCAA,30,11.13,0.577,0.68,0.381,7.03,0.67,8.77,0.97,0.71,1.58,2.74,2.03,17.81,0.615,0.588,12,26.19,19.24,12.32,1.57,5.81,162.75,-5.33,121.2,87.2,32
FC,208cm,109kg,21,NCAA,61,10.59,0.558,0.82,0.37,4.52,0.671,9.02,0.8,0.5,1.85,2.7,2.14,15.15,0.595,0.572,11.87,22.72,17.3,14.37,1.04,6.53,159.95,-5.77,112.8,94.8,33
PG,196cm,82kg,19,GLEAGUE,2,11,0.409,4.5,0.333,1,0,4.5,4,1,0,1.5,2.5,10.5,0.459,0.477,0,11.34,5.88,17.93,1.48,0,74.24,0.5,81.9,86.6,34
PF,203cm,111kg,21,NCAA,45,5.7,0.582,0.73,0.273,2.69,0.695,6.63,1.59,0.79,1.46,2.15,1.29,8.7,0.624,0.599,11.93,21.59,17.28,15.57,2.17,7.18,154.97,-1.08,123.4,87.4,35
PF,201cm,98kg,22,NCAA,87,7.56,0.529,0.6,0.305,4.07,0.747,8.07,0.86,0.99,1.03,2.28,1.85,11.22,0.591,0.541,9.07,27.56,18.66,16.3,2.29,4.49,158.14,-5.15,111.8,90.5,36
PG,203cm,88kg,20,GLEAGUE,3,6.25,0.32,3.25,0.231,1.25,0.6,5.75,2.75,2,0.5,2.75,1.25,6.5,0.478,0.38,1.02,18.46,10.58,15.53,3.87,1.87,115.08,2.29,83,73.6,37
PG,188cm,83kg,21,NCAA,78,9.74,0.471,2.76,0.328,5.39,0.718,3.28,3.7,1.26,0.2,2.05,2.69,13.94,0.567,0.517,2.11,10.47,6.24,17.93,2.4,0.68,151.65,-0.74,108.6,107.9,38
SF,198cm,98kg,22,NCAA,73,10.97,0.412,6.07,0.342,3.71,0.763,3.99,2.1,1.02,0.7,1.93,1.76,13.95,0.548,0.507,1.91,12.24,7.14,12.13,1.98,2.84,151.75,-1.21,108.9,100.5,39
G,201cm,107kg,21,NCAA,32,6.63,0.485,1.75,0.368,1.97,0.617,5.26,1,0.82,0.75,1.48,1.23,8.29,0.548,0.534,8.68,16.16,12.52,13.99,1.93,3.35,147.05,-2.32,112.3,101.3,40
PG,191cm,84kg,20,NCAA,65,10.8,0.419,3.25,0.313,3.11,0.767,3.97,5.8,1.85,0.25,1.65,2.02,12.45,0.507,0.466,2.48,9.42,6.06,14.1,2.89,0.66,149.89,5.04,113.7,94.9,41
C,213cm,113kg,22,NCAA,70,4.27,0.627,0,0,2.73,0.728,5.03,0.22,0.1,1.39,2.38,0.96,7.34,0.66,0.627,12.72,18.74,15.97,14.74,0.31,8.69,135.55,-4.57,126.8,95.6,42
PG,191cm,88kg,19,NCAA,27,12.41,0.442,5.22,0.426,2.89,0.641,4,2.22,1.33,0.67,2.19,2,15.04,0.546,0.531,3.04,12.38,7.89,12.67,2.52,2.51,150.83,-1.7,105,92.1,43
C,211cm,100kg,21,GLEAGUE,2,12,0.625,1,0.5,2,1,8.5,1.5,0,1.5,1.5,3,19.5,0.757,0.646,12.98,15.13,14.04,18.89,0,4.15,212.5,-5.93,121.6,119.1,44
F,203cm,103kg,22,NCAA,59,10.6,0.445,4.86,0.394,3.26,0.785,6.03,1.02,0.77,0.25,1.87,1.81,13.91,0.573,0.535,5.11,19.8,12.79,12.94,1.72,1.03,162.45,-4.36,110.3,94.9,45
SF,198cm,91kg,20,NCAA,60,13.8,0.413,5.41,0.367,4.23,0.749,7.47,2.44,1.39,0.69,2.75,2.58,16.56,0.524,0.485,4.79,21.62,13.01,14.02,2.42,2.3,152.95,-2.89,102.6,99.2,46
G,191cm,82kg,19,INTERNATIONAL,5,5.75,0.478,2.42,0.414,1,0.75,1.83,1.58,0.33,0.42,1.08,1.83,7.25,0.586,0.565,1.9,10.73,6.56,22.85,1.08,2.63,164.21,-4.66,98.9,97.1,47
PG,191cm,86kg,19,NCAA,32,11.47,0.392,5.06,0.327,4.16,0.797,2.5,5.28,1.19,0,1.72,2.56,13.97,0.52,0.465,0.88,7.86,4.38,16.01,2.09,-,151.65,2.93,107.1,96.4,48
SG,191cm,79kg,21,NCAA,59,11.97,0.39,9.13,0.378,2.88,0.827,3.37,1.75,1.47,0.2,1.87,1.45,15.17,0.569,0.534,2.05,9.51,5.84,9.81,2.51,0.7,159.43,-0.84,111.8,99.6,49
PG,193cm,93kg,23,NCAA,121,8.98,0.445,3.85,0.345,3.68,0.845,3.62,2.94,1.64,0.19,1.7,1.83,12.44,0.58,0.519,1.8,11.45,6.71,14.57,3.03,0.7,163.57,0.41,117.2,105.7,50
SF,198cm,92kg,22,NCAA,120,9.74,0.432,6.18,0.408,1.6,0.831,4.12,1.98,1.19,0.47,2.14,1.28,12.27,0.584,0.561,2.2,13.75,7.98,10.85,2.21,1.72,167.07,0.14,116.4,98.7,51
F,201cm,98kg,19,GLEAGUE,9,14.6,0.479,3.6,0.139,3,0.667,11.4,1.8,0.8,1.9,1.9,2.4,17.5,0.55,0.497,10.18,25.5,17.93,13.1,1.24,4.96,128.5,-3.8,102.4,106.3,52
PG,185cm,84kg,22,NCAA,108,10.11,0.461,4.33,0.43,3.52,0.847,2.69,6.4,0.9,0.09,1.98,2.69,14.17,0.601,0.553,1,8.73,5.25,18.6,1.83,0.31,173.81,5.61,119.7,99.7,53
G,198cm,88kg,21,NCAA,29,9.31,0.474,2.97,0.36,3.62,0.733,4.86,1.03,0.69,0.72,2.17,1.86,12.55,0.569,0.531,7.46,11.72,9.61,14.44,1.39,2.41,156.79,-4.09,112.5,95.3,54
SG,196cm,100kg,20,NCAA,55,13.9,0.524,3.88,0.395,6.07,0.753,7.73,2.07,1.27,1.23,2.5,2.63,20.67,0.616,0.579,-,-,-,13.56,-,-,167.16,-,-,-,55
SG,185cm,88kg,23,NCAA,123,12.84,0.519,3.98,0.356,5.02,0.796,3.3,2.77,1.25,0.25,1.93,2.17,18.74,0.616,0.574,1.77,10.27,6.13,12.5,2.34,0.91,167.08,-1.06,118.6,102.5,56
F,203cm,113kg,20,NCAA,49,9.25,0.501,1.69,0.309,4.77,0.748,8.57,1.42,0.69,0.94,2.98,2.15,13.35,0.58,0.529,12.78,24.06,18.58,15.76,1.49,3.8,155.83,-4.53,116.1,98.7,57
F,206cm,100kg,21,NCAA,57,8.05,0.535,1.11,0.33,2.14,0.739,7.54,0.98,1.17,1.53,2.44,1.56,10.57,0.583,0.558,11.33,25.32,18.25,14.67,2.83,7.92,160.42,-3.8,113.3,94.4,58
SG,196cm,88kg,22,NCAA,43,12.5,0.451,4.63,0.359,4.07,0.838,4.75,2.74,1,0.21,1.93,2.09,16.34,0.566,0.517,3.04,15.27,9.41,12.64,2.02,0.81,164.69,-0.93,112,98.1,59
G,193cm,89kg,24,NCAA,118,11.55,0.471,5.76,0.421,3.82,0.891,3.61,3.59,0.98,0.19,2.38,1.59,16.7,0.625,0.576,1.04,11.11,6.27,10.64,1.72,0.66,178.31,2.46,126.1,101.3,60
F,203cm,91kg,20,GLEAGUE,0,5,0.2,1,0,0,0,0,1,0,0,2,3,2,0.2,0.2,0,0,0,37.5,0,0,20,-14.38,37,122.2,61
SF,196cm,95kg,21,NCAA,32,7.04,0.411,2.97,0.366,2.35,0.8,6.35,1.51,1.19,0.12,1.84,1.06,8.76,0.537,0.489,8.28,20.09,14.25,11.48,2.94,0.6,157.76,-0.21,118.3,88.2,61
G,193cm,91kg,22,NCAA,55,11.68,0.431,6.18,0.358,6.54,0.819,4.63,3.06,1.25,0.17,2.74,2.46,17.63,0.596,0.526,2.24,14.44,8.37,14.27,2.19,0.63,160.79,-1.2,114.5,99.1,61
PF,198cm,102kg,22,NCAA,113,12.2,0.476,3.63,0.336,4.53,0.783,6.48,1.65,0.85,1.36,2.35,2.1,16.38,0.571,0.526,7.44,20.84,14.33,12.77,1.87,5.69,159.53,-3.84,112.3,90.3,61
SF,201cm,100kg,22,NCAA,82,10.39,0.439,3.74,0.289,3.71,0.725,5.92,2.96,1,0.3,2.32,2.71,12.9,0.531,0.491,4.1,17.45,11.02,18.21,1.87,1.1,145.32,-2.39,102.3,100.6,61
SG,188cm,88kg,23,NCAA,97,13.57,0.421,7.8,0.346,4.12,0.814,3.26,2.35,1.29,0.19,2.21,2.16,17.46,0.562,0.52,2.48,9.32,5.91,12.23,2.38,0.68,158.01,-1.92,112.6,102.8,61
SF,203cm,102kg,23,NCAA,135,13.64,0.435,2.31,0.276,5.21,0.738,6.48,1.94,0.79,0.94,2.57,2.41,16.35,0.507,0.458,5.06,17.67,11.25,13.04,1.41,3.07,144.9,-3.48,101.9,98.5,61
GF,196cm,88kg,23,NCAA,98,8.28,0.403,4.14,0.341,2.83,0.802,3.5,1.98,0.96,0.28,2.21,1.11,10.34,0.537,0.488,2.94,10.83,7.01,10.37,1.99,1.11,154.48,0.74,113.3,100.5,61
PF,203cm,102kg,22,NCAA,111,12.53,0.537,1.64,0.354,4.76,0.636,8.83,1.87,0.79,1.34,2.45,2.24,17.07,0.577,0.56,7.71,24.45,16.46,13.13,1.44,4.7,152.71,-3.13,110.3,95.8,61
G,196cm,85kg,23,NCAA,46,10.58,0.429,4.57,0.401,3.86,0.777,4.42,1.08,0.89,0.38,2.2,2.34,13.91,0.56,0.515,3.45,14.46,8.87,15.85,1.74,1.52,160.63,-5.56,104.5,101.2,61
PF,208cm,108kg,22,NCAA,23,2.05,0.658,0.14,0.125,1.16,0.576,3.77,0.44,0.68,0.88,2.33,0.75,3.39,0.65,0.662,12.12,17.8,15.09,22.47,2.78,6.3,135.89,-3.31,119.2,89.5,61
PG,191cm,82kg,23,NCAA,114,9.06,0.447,2.73,0.361,2.69,0.715,2.86,3.7,1.03,0.36,1.54,1.25,11.02,0.533,0.502,2.17,8.1,5.05,10.79,1.88,1.25,152.36,3.85,115,101,61
F,201cm,97kg,20,GLEAGUE,0,2.9,0.276,0.9,0.111,1.1,0.636,2.7,0.6,0,0.3,2.2,0.9,2.9,0.428,0.293,9.51,13.83,11.67,21.01,0,2.34,102.33,-4.12,78.5,117.4,61
C,211cm,117kg,23,NCAA,58,7.39,0.516,0.81,0.308,3.06,0.719,6.44,0.44,0.58,1.47,2.94,1.41,10.08,0.57,0.533,10.06,25.42,17.51,13.72,1.64,8.24,154.29,-5.55,109.9,88.4,61
PG,185cm,79kg,22,NCAA,103,10.67,0.49,3.92,0.416,2.98,0.806,2.34,1.8,0.93,0.03,1.17,1.16,14.5,0.6,0.567,2.08,8.53,5.44,8.74,2.11,0.12,171.22,0.18,122.3,101.1,61
SF,206cm,86kg,22,NCAA,85,8.41,0.462,2.47,0.339,2.59,0.722,6.14,1.48,0.71,0.33,2.95,1.83,10.47,0.543,0.512,7.84,18.24,13.23,15.94,1.6,1.34,152.28,-3.3,107.1,101.5,61
SF,198cm,99kg,23,NCAA,105,9.57,0.483,3.73,0.397,5.1,0.727,5.28,1.6,1.04,0.36,2.02,2.46,14.43,0.602,0.56,7.18,15.48,11.3,17,2.07,1.62,160.66,-4.84,114,96,61
SF,203cm,102kg,23,NCAA,78,7.06,0.429,2.28,0.274,2.9,0.645,5.84,1.77,0.93,0.55,1.96,1.82,8.56,0.507,0.473,6.89,18.66,13,17.76,2.18,2.57,134.75,-2.64,100.4,91.5,61
SF,201cm,100kg,23,NCAA,82,6.86,0.428,2.27,0.313,3.26,0.802,5.62,1.13,0.71,0.46,2.44,1.53,9.19,0.547,0.48,8.36,16.3,12.3,15.41,1.57,2.06,154.33,-3,111,103.5,61
SF,196cm,91kg,22,NCAA,87,8.15,0.469,1.13,0.353,3.5,0.731,3.99,1.99,0.82,0.41,2.08,1.76,10.6,0.54,0.493,5.79,14.39,10.16,15.22,2.02,2.12,155.34,-1.86,106.2,106.2,61
F,201cm,93kg,24,NCAA,49,10.23,0.479,1.82,0.212,5.63,0.723,5.47,1.93,1.37,0.18,3.16,2.26,14.25,0.552,0.497,7.42,16.13,11.56,14.92,2.7,0.74,141.28,-3.36,108,96.1,61
SF,196cm,88kg,23,NCAA,125,10.74,0.448,4.31,0.387,5.16,0.788,4.66,2.11,0.91,0.15,2.33,1.7,15.36,0.582,0.526,4.92,10.8,7.86,11.4,1.51,0.44,162.34,-0.85,120.2,108.4,61
SG,203cm,84kg,22,NCAA,102,12.82,0.408,3.78,0.297,3.95,0.717,4.28,2.52,1.79,0.37,1.91,2.3,14.42,0.491,0.452,2.37,12.98,7.61,13.54,3.33,1.33,142.23,-2.01,96.9,99,61
SF,196cm,98kg,22,NCAA,104,8.77,0.397,4.75,0.332,3.04,0.703,4.46,1.5,1.42,0.28,2.39,1.23,10.68,0.522,0.487,4.52,14.85,9.67,10.71,3.04,1.27,143.13,-0.85,107.3,96.2,61
PF,216cm,120kg,23,NCAA,70,5.11,0.501,1.12,0.271,1.93,0.631,4.76,0.66,0.64,1.28,1.81,0.63,6.64,0.551,0.53,9.83,19.85,14.94,9.44,2.03,6.83,140.21,-1.04,116.2,89.5,61
SF,196cm,98kg,23,NCAA,96,9.23,0.489,1.61,0.269,4.55,0.692,7.49,3.18,1.53,0.14,3.03,2.46,12.62,0.554,0.513,8.05,21.9,14.81,17.79,2.9,0.56,145.02,-1.22,109.3,99,61
PG,188cm,88kg,22,NCAA,108,11.03,0.421,4.47,0.356,3.75,0.787,2.66,2.5,0.89,0.21,1.9,2.19,13.82,0.539,0.493,1.26,9.36,5.31,14.61,1.8,0.82,156.37,-1.85,105.2,106.2,61
PG,188cm,85kg,23,NCAA,93,10.34,0.407,5.83,0.358,3.79,0.836,5.22,2.12,1.69,0.09,2.49,2.02,13.66,0.563,0.508,3.4,15.99,9.71,14.29,3.26,0.35,160.06,-2.06,111.5,98.2,61
C,206cm,122kg,21,NCAA,92,8.62,0.495,2.03,0.385,4.93,0.729,7,1.61,0.77,0.76,3.05,1.92,12.92,0.589,0.54,11.44,20.88,16.34,14.88,1.82,3.55,160.92,-3.45,116.5,93.7,61
SF,198cm,95kg,19,NCAA,8,3.44,0.371,0.89,0.25,1.28,0.435,1.72,0.44,0.28,0.17,1.28,0.83,3.33,0.411,0.403,7.75,7.71,7.73,17.06,1.24,1.42,105.58,-4.23,84.1,96.2,61
SG,196cm,91kg,22,NCAA,64,8.25,0.458,4.79,0.407,2.19,0.841,2.54,2.06,0.43,0.19,1.24,1.79,11.35,0.611,0.576,1.51,9.67,5.86,16.15,0.99,0.84,170.58,-1.65,112.4,106.2,61
PF,206cm,99kg,23,NCAA,52,5.64,0.524,0.63,0.333,1.84,0.72,4.13,0.31,0.47,1.16,2.16,1.02,7.44,0.571,0.542,7.67,16.95,12.5,13.57,1.49,7.57,157.67,-4.52,108.6,87.4,61
SF,203cm,104kg,23,NCAA,84,10.25,0.459,3.99,0.393,3.35,0.745,6.53,1.12,1.09,0.29,2.67,1.63,13.47,0.569,0.535,5.13,21.32,13.32,12.11,2.21,1.09,159.74,-3.12,112.8,99.8,61
F,206cm,111kg,23,NCAA,41,5.25,0.582,0,0,2.23,0.656,6.89,0.41,0.89,1.68,2.77,0.95,7.57,0.6,0.582,14.82,17.6,16.18,13.04,2.24,7.98,123.76,-3.2,122.9,92.2,61
PG,191cm,90kg,21,NCAA,59,7.15,0.432,1.69,0.265,3.49,0.791,3.18,5.21,1.75,0.15,2.25,2.94,9.39,0.533,0.463,1.82,9.74,6.11,25.03,3.37,0.55,148.82,1.79,103.4,95.4,61
SG,198cm,93kg,23,NCAA,88,8.59,0.472,3.75,0.34,2.22,0.637,4.92,2.14,0.85,0.55,2.1,1.42,10.8,0.56,0.546,2.75,22.03,12.75,12.84,2.15,2.89,144.91,0.03,108.5,93.1,61
SG,198cm,88kg,24,NCAA,79,5.65,0.467,3.97,0.403,1.14,0.824,3.9,0.7,0.51,0.25,1.8,0.65,7.82,0.632,0.609,4.52,15.51,10.05,9.48,1.27,1.24,169.46,-0.77,126,103.2,61
G,196cm,84kg,23,NCAA,78,13.66,0.483,5.39,0.381,4.47,0.782,6.66,3.58,1.6,1.05,2.8,2.8,18.75,0.594,0.558,-,-,-,15.06,-,-,164.57,-,-,-,61
C,213cm,120kg,22,NCAA,61,9.28,0.539,0.75,0.426,2.53,0.693,7.09,0.89,0.4,1.41,2.89,1.54,12.07,0.576,0.556,12.79,20.45,16.64,12.83,0.93,6.1,165.75,-3.89,114.6,102.4,61
C,208cm,113kg,22,NCAA,55,4.58,0.533,0.01,0,2.44,0.633,5.37,0.77,0.52,1.89,2.57,1.52,6.44,0.56,0.533,10.2,17.69,14.1,20.91,1.38,9.26,116.59,-4.66,103,93.1,61
GF,201cm,93kg,23,NCAA,52,20.54,0.483,1.52,0.291,8.25,0.58,10.81,2.33,1.6,2.12,3.35,3.1,25.08,0.513,0.494,8.71,24.74,16.74,11.24,2.51,6.11,135.47,-4.23,103.4,101.1,61
SG,196cm,93kg,23,NCAA,107,10.8,0.386,5.24,0.369,3.46,0.773,3.84,1.29,1.14,0.11,2.16,2.44,12.93,0.52,0.475,2.26,12.44,7.18,16.41,2.17,0.42,152.76,-5.26,97.2,101.6,61
