ME,Iteration,Hidden Nodes,Learning Rate,Momentum,Regularization
11.7975674195311,2,128,0.1,0.5,0.001
11.7991874095843,2,128,0.1,0.5,0.0001
11.8014895526778,2,64,0.1,0.5,0.001
11.8021646320773,2,"(8, 8, 8)",0.1,0.3,0.0005
11.8022713341265,1,"(8, 8)",0.1,0.5,0.001
11.8025643031395,0,"(8, 8)",0.1,0.5,0.001
11.8029200721416,0,"(8, 8)",0.2,0.5,0.0005
11.8038250729026,0,32,0.2,0.8,0.001
11.806195361367,2,32,0.1,0.8,0.0005
11.8066878319347,2,128,0.2,0.8,0.0001
11.8086093724461,2,128,0.2,0.8,0.001
11.809722362079,0,128,0.1,0.8,0.001
11.8128736508148,2,64,0.2,0.8,0.0001
11.8142761927546,2,"(16, 16)",0.2,0.5,0.0001
11.8145966932038,1,32,0.2,0.3,0.001
11.8148221408095,0,64,0.2,0.3,0.0005
11.8156180396479,0,32,0.1,0.3,0.0005
11.8176689477087,2,"(16, 16)",0.1,0.3,0.001
11.821140337135,1,32,0.2,0.5,0.0001
11.8211988247993,2,32,0.2,0.5,0.001
11.8235942164895,0,128,0.2,0.5,0.001
11.8236262166733,0,128,0.1,0.5,0.0005
11.8246466655014,1,32,0.2,0.8,0.0005
11.8292155121249,0,"(8, 16, 8)",0.1,0.3,0.001
11.8298851007528,2,"(16, 16)",0.2,0.3,0.0001
11.8299248546243,2,"(32, 32)",0.2,0.5,0.0001
11.8328018142984,0,"(8, 8)",0.2,0.8,0.0001
11.8345221079916,1,"(32, 32)",0.2,0.3,0.001
11.8352374858355,1,"(8, 8)",0.1,0.8,0.001
11.8360386624602,0,128,0.1,0.8,0.0001
11.8374867456486,1,"(32, 32)",0.2,0.5,0.001
11.8376522194728,1,"(16, 16)",0.1,0.5,0.001
11.8377053702309,2,"(8, 8)",0.2,0.8,0.001
11.8381436616774,2,"(8, 8)",0.2,0.3,0.001
11.8427730871207,2,64,0.1,0.3,0.0001
11.8466792114287,0,32,0.1,0.5,0.0005
