me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
9.96775210084034,0,absolute_error,best,16,2,4,0.01,0.001
9.96977941176471,1,absolute_error,best,24,2,1,0.01,0
9.97095588235294,1,absolute_error,best,48,4,2,0.01,0
9.97228991596639,0,absolute_error,best,8,6,1,0.01,0.01
9.97346638655462,0,absolute_error,best,16,2,2,0.01,0.001
9.97525210084034,0,absolute_error,best,48,2,4,0.01,0.001
9.97882352941177,0,absolute_error,best,48,4,2,0.01,0.001
9.9798949579832,0,absolute_error,best,24,2,2,0.01,0.001
9.9798949579832,0,absolute_error,best,24,4,4,0.01,0.001
9.98279411764706,1,absolute_error,best,48,2,1,0.01,0
9.9863025210084,0,absolute_error,best,8,2,1,0.01,0.001
9.98738445378151,1,absolute_error,best,48,2,2,0.01,0
9.98808823529412,0,absolute_error,best,8,2,2,0.01,0.001
9.99043067226891,1,absolute_error,best,48,6,2,0.01,0
9.99173319327731,1,absolute_error,best,24,2,4,0.01,0
9.99814075630252,1,absolute_error,best,32,2,2,0.01,0
9.99970588235294,0,absolute_error,best,8,4,2,0.01,0
10.0139495798319,1,absolute_error,best,32,2,4,0.01,0
10.014737394958,0,absolute_error,best,16,6,1,0.01,0
10.0152100840336,0,absolute_error,best,8,2,2,0.01,0
10.0152100840336,0,absolute_error,best,8,6,4,0.01,0
10.0221533613445,1,absolute_error,best,32,2,1,0.01,0
10.0236344537815,0,absolute_error,best,16,4,2,0.01,0
10.0330462184874,0,absolute_error,best,16,2,1,0.01,0
10.034537815126,0,absolute_error,best,24,6,1,0.01,0
10.0351050420168,0,absolute_error,best,24,2,4,0.01,0
10.0375630252101,0,absolute_error,best,8,4,1,0.01,0
10.0424789915966,0,absolute_error,best,24,4,2,0.01,0
10.0583193277311,0,absolute_error,best,8,4,2,0,0.01
10.0609138655462,0,absolute_error,best,8,4,4,0.01,0
10.0673214285714,0,absolute_error,best,8,6,2,0,0.01
10.0733403361345,0,absolute_error,best,8,2,2,0.001,0.01
10.0760084033613,1,absolute_error,best,24,4,2,0.01,0
10.077468487395,1,absolute_error,best,24,6,1,0.01,0
10.0779096638655,0,absolute_error,best,32,6,4,0.01,0
10.0794327731092,1,absolute_error,best,32,6,4,0.01,0
10.0855987394958,0,absolute_error,best,8,4,1,0.001,0.01
10.0913340336134,0,absolute_error,best,8,2,1,0.001,0.01
10.0931407563025,1,absolute_error,best,24,2,2,0.01,0
