RMSE,Hidden Nodes,Learning Rate,Momentum,Regularization
17.229091183736394,128,1.0,1.0,0.0005
48.73226240245751,"(8, 8)",0.01,0.0,0
33.23791980963131,"(8, 8)",0.01,0.0,1e-05
32.356716988582406,"(8, 8)",0.01,0.0,0.0001
22.231305870219742,"(8, 8)",0.01,0.0,0.0005
49.98686778601604,"(8, 8)",0.01,0.5,0
21.67519263244788,"(8, 8)",0.01,0.5,1e-05
41.8159702465519,"(8, 8)",0.01,0.5,0.0001
21.053638220717133,"(8, 8)",0.01,0.5,0.0005
40.615209533746714,"(8, 8)",0.01,0.8,0
21.731011395851485,"(8, 8)",0.01,0.8,1e-05
46.50026017227647,"(8, 8)",0.01,0.8,0.0001
21.7538249720122,"(8, 8)",0.01,0.8,0.0005
29.785464098865123,"(8, 8)",0.01,1.0,0
22.34713230415507,"(8, 8)",0.01,1.0,1e-05
36.143197659909994,"(8, 8)",0.01,1.0,0.0001
22.159547050330357,"(8, 8)",0.01,1.0,0.0005
31.80997977506183,"(8, 8)",0.1,0.0,0
13.01731836331721,"(8, 8)",0.1,0.0,1e-05
12.694284796592292,"(8, 8)",0.1,0.0,0.0001
10.877336239379005,"(8, 8)",0.1,0.0,0.0005
12.31713244451185,"(8, 8)",0.1,0.5,0
14.815639468126374,"(8, 8)",0.1,0.5,1e-05
11.76987012403433,"(8, 8)",0.1,0.5,0.0001
14.635866345864516,"(8, 8)",0.1,0.5,0.0005
15.33485171660862,"(8, 8)",0.1,0.8,0
11.830013404427781,"(8, 8)",0.1,0.8,1e-05
12.373437907738696,"(8, 8)",0.1,0.8,0.0001
18.305358203710334,"(8, 8)",0.1,0.8,0.0005
14.069763425545288,"(8, 8)",0.1,1.0,0
17.66014524006405,"(8, 8)",0.1,1.0,1e-05
15.245830834028954,"(8, 8)",0.1,1.0,0.0001
14.903350134893296,"(8, 8)",0.1,1.0,0.0005
20.04894958614844,"(8, 8)",0.8,0.0,0
47.173729479157714,"(8, 8)",0.8,0.0,1e-05
45.99584268352751,"(8, 8)",0.8,0.0,0.0001
16.0891253724805,"(8, 8)",0.8,0.0,0.0005
45.49103659449042,"(8, 8)",0.8,0.5,0
25.826585458990667,"(8, 8)",0.8,0.5,1e-05
28.39686450115108,"(8, 8)",0.8,0.5,0.0001
23.968009143537024,"(8, 8)",0.8,0.5,0.0005
19.957561116532275,"(8, 8)",0.8,0.8,0
13.738481697590295,"(8, 8)",0.8,0.8,1e-05
13.683218278077963,"(8, 8)",0.8,0.8,0.0001
48.74218777083484,"(8, 8)",0.8,0.8,0.0005
48.080340875054944,"(8, 8)",0.8,1.0,0
45.76944922184546,"(8, 8)",0.8,1.0,1e-05
46.76704455435797,"(8, 8)",0.8,1.0,0.0001
17.03519082392044,"(8, 8)",0.8,1.0,0.0005
20.014465551374695,"(8, 8)",1.0,0.0,0
46.927368167770325,"(8, 8)",1.0,0.0,1e-05
24.067526078651245,"(8, 8)",1.0,0.0,0.0001
43.13844906648011,"(8, 8)",1.0,0.0,0.0005
20.009815440277983,"(8, 8)",1.0,0.5,0
20.014535130974146,"(8, 8)",1.0,0.5,1e-05
20.025715230080234,"(8, 8)",1.0,0.5,0.0001
48.43117381758051,"(8, 8)",1.0,0.5,0.0005
20.04488471443677,"(8, 8)",1.0,0.8,0
49.507006589748904,"(8, 8)",1.0,0.8,1e-05
20.006338537776127,"(8, 8)",1.0,0.8,0.0001
20.01885367438316,"(8, 8)",1.0,0.8,0.0005
21.470362836606416,"(8, 8)",1.0,1.0,0
47.91572151880125,"(8, 8)",1.0,1.0,1e-05
20.016976816805045,"(8, 8)",1.0,1.0,0.0001
39.789881211477805,"(8, 8)",1.0,1.0,0.0005
22.53222337352101,"(16, 16)",0.01,0.0,0
14.669335575951147,"(16, 16)",0.01,0.0,1e-05
17.858282874363983,"(16, 16)",0.01,0.0,0.0001
18.864019180809027,"(16, 16)",0.01,0.0,0.0005
19.26874633218629,"(16, 16)",0.01,0.5,0
18.6975341052105,"(16, 16)",0.01,0.5,1e-05
21.8907841894881,"(16, 16)",0.01,0.5,0.0001
22.648923055989666,"(16, 16)",0.01,0.5,0.0005
22.318495067455057,"(16, 16)",0.01,0.8,0
23.055186408073727,"(16, 16)",0.01,0.8,1e-05
21.49547383667479,"(16, 16)",0.01,0.8,0.0001
32.399297273958524,"(16, 16)",0.01,0.8,0.0005
21.308886829698157,"(16, 16)",0.01,1.0,0
22.169664773136727,"(16, 16)",0.01,1.0,1e-05
21.844163049071614,"(16, 16)",0.01,1.0,0.0001
31.096998772184985,"(16, 16)",0.01,1.0,0.0005
13.866944787386357,"(16, 16)",0.1,0.0,0
12.860618305335823,"(16, 16)",0.1,0.0,1e-05
11.21684509447168,"(16, 16)",0.1,0.0,0.0001
11.538561155859668,"(16, 16)",0.1,0.0,0.0005
19.77277263958356,"(16, 16)",0.1,0.5,0
20.631176089603766,"(16, 16)",0.1,0.5,1e-05
20.176327656753934,"(16, 16)",0.1,0.5,0.0001
19.990953840963527,"(16, 16)",0.1,0.5,0.0005
19.726947774565865,"(16, 16)",0.1,0.8,0
21.116424794996316,"(16, 16)",0.1,0.8,1e-05
19.613413649508665,"(16, 16)",0.1,0.8,0.0001
22.733092614055927,"(16, 16)",0.1,0.8,0.0005
22.83182336877207,"(16, 16)",0.1,1.0,0
20.623496164539187,"(16, 16)",0.1,1.0,1e-05
13.1703155557262,"(16, 16)",0.1,1.0,0.0001
23.72344280535564,"(16, 16)",0.1,1.0,0.0005
50.7984966918385,"(16, 16)",0.8,0.0,0
19.95856317328173,"(16, 16)",0.8,0.0,1e-05
49.618965931477824,"(16, 16)",0.8,0.0,0.0001
51.557764709624564,"(16, 16)",0.8,0.0,0.0005
19.964480690565168,"(16, 16)",0.8,0.5,0
47.68588127832085,"(16, 16)",0.8,0.5,1e-05
19.999841532194438,"(16, 16)",0.8,0.5,0.0001
14.49275612782041,"(16, 16)",0.8,0.5,0.0005
20.05725659344684,"(16, 16)",0.8,0.8,0
48.45500832837131,"(16, 16)",0.8,0.8,1e-05
50.865629234065246,"(16, 16)",0.8,0.8,0.0001
18.329400598987878,"(16, 16)",0.8,0.8,0.0005
50.10372075435931,"(16, 16)",0.8,1.0,0
24.233678139086848,"(16, 16)",0.8,1.0,1e-05
49.07991340894806,"(16, 16)",0.8,1.0,0.0001
15.95457842250902,"(16, 16)",0.8,1.0,0.0005
51.0495068318414,"(16, 16)",1.0,0.0,0
48.53903320692185,"(16, 16)",1.0,0.0,1e-05
48.41506188466587,"(16, 16)",1.0,0.0,0.0001
20.476437233214217,"(16, 16)",1.0,0.0,0.0005
20.186008992291313,"(16, 16)",1.0,0.5,0
48.55087822903679,"(16, 16)",1.0,0.5,1e-05
15.284914531023809,"(16, 16)",1.0,0.5,0.0001
21.07198436017771,"(16, 16)",1.0,0.5,0.0005
52.02846538037188,"(16, 16)",1.0,0.8,0
52.3279096711414,"(16, 16)",1.0,0.8,1e-05
50.852915628929246,"(16, 16)",1.0,0.8,0.0001
51.476594265386346,"(16, 16)",1.0,0.8,0.0005
25.90429837378169,"(16, 16)",1.0,1.0,0
11.693703002183446,"(16, 16)",1.0,1.0,1e-05
50.81558686178109,"(16, 16)",1.0,1.0,0.0001
51.13706034020603,"(16, 16)",1.0,1.0,0.0005
27.781863249008214,"(32, 32)",0.01,0.0,0
17.003772061807936,"(32, 32)",0.01,0.0,1e-05
20.32057402175254,"(32, 32)",0.01,0.0,0.0001
32.338502508336695,"(32, 32)",0.01,0.0,0.0005
25.96317673367968,"(32, 32)",0.01,0.5,0
17.563421063055145,"(32, 32)",0.01,0.5,1e-05
21.44898148504238,"(32, 32)",0.01,0.5,0.0001
18.311516615042994,"(32, 32)",0.01,0.5,0.0005
17.458880470407852,"(32, 32)",0.01,0.8,0
26.534643083539365,"(32, 32)",0.01,0.8,1e-05
25.206959810098194,"(32, 32)",0.01,0.8,0.0001
26.93088808243994,"(32, 32)",0.01,0.8,0.0005
27.59825502352245,"(32, 32)",0.01,1.0,0
25.217684727770845,"(32, 32)",0.01,1.0,1e-05
21.413469041672307,"(32, 32)",0.01,1.0,0.0001
24.337027155572727,"(32, 32)",0.01,1.0,0.0005
23.548484637261677,"(32, 32)",0.1,0.0,0
19.449711951413214,"(32, 32)",0.1,0.0,1e-05
23.488803415887407,"(32, 32)",0.1,0.0,0.0001
18.389232655144177,"(32, 32)",0.1,0.0,0.0005
24.934125488744765,"(32, 32)",0.1,0.5,0
19.65121146256878,"(32, 32)",0.1,0.5,1e-05
23.06586873794492,"(32, 32)",0.1,0.5,0.0001
19.17755039753179,"(32, 32)",0.1,0.5,0.0005
15.044982415177106,"(32, 32)",0.1,0.8,0
19.764218760090635,"(32, 32)",0.1,0.8,1e-05
21.35529969269488,"(32, 32)",0.1,0.8,0.0001
18.478553669644633,"(32, 32)",0.1,0.8,0.0005
19.97488311582025,"(32, 32)",0.1,1.0,0
19.948256640633666,"(32, 32)",0.1,1.0,1e-05
21.337997219634364,"(32, 32)",0.1,1.0,0.0001
20.65292183814578,"(32, 32)",0.1,1.0,0.0005
51.82260822063002,"(32, 32)",0.8,0.0,0
16.540378543600585,"(32, 32)",0.8,0.0,1e-05
52.11789865978505,"(32, 32)",0.8,0.0,0.0001
14.931870113920867,"(32, 32)",0.8,0.0,0.0005
52.289373703359864,"(32, 32)",0.8,0.5,0
14.599756215663746,"(32, 32)",0.8,0.5,1e-05
50.739182657087504,"(32, 32)",0.8,0.5,0.0001
51.439908878946014,"(32, 32)",0.8,0.5,0.0005
19.919604268433535,"(32, 32)",0.8,0.8,0
52.17191027232093,"(32, 32)",0.8,0.8,1e-05
20.32159014075756,"(32, 32)",0.8,0.8,0.0001
16.25347358947432,"(32, 32)",0.8,0.8,0.0005
19.933683970967056,"(32, 32)",0.8,1.0,0
12.051879038689316,"(32, 32)",0.8,1.0,1e-05
52.19957200831136,"(32, 32)",0.8,1.0,0.0001
20.95420830168542,"(32, 32)",0.8,1.0,0.0005
21.461415402950852,"(32, 32)",1.0,0.0,0
20.228922872512662,"(32, 32)",1.0,0.0,1e-05
22.744636663305485,"(32, 32)",1.0,0.0,0.0001
15.51719129866177,"(32, 32)",1.0,0.0,0.0005
52.954296497898206,"(32, 32)",1.0,0.5,0
31.51396956778535,"(32, 32)",1.0,0.5,1e-05
54.62455066899815,"(32, 32)",1.0,0.5,0.0001
16.580611017878454,"(32, 32)",1.0,0.5,0.0005
21.521521509263415,"(32, 32)",1.0,0.8,0
52.67086611623029,"(32, 32)",1.0,0.8,1e-05
31.517478056930532,"(32, 32)",1.0,0.8,0.0001
53.30206538665057,"(32, 32)",1.0,0.8,0.0005
52.807894849601766,"(32, 32)",1.0,1.0,0
41.0356557187144,"(32, 32)",1.0,1.0,1e-05
24.547215060724593,"(32, 32)",1.0,1.0,0.0001
45.39792682715786,"(32, 32)",1.0,1.0,0.0005
15.282217751802785,"(8, 16, 8)",0.01,0.0,0
20.760973601502474,"(8, 16, 8)",0.01,0.0,1e-05
22.646907019950262,"(8, 16, 8)",0.01,0.0,0.0001
29.279745670753147,"(8, 16, 8)",0.01,0.0,0.0005
19.94636366180062,"(8, 16, 8)",0.01,0.5,0
20.69295850674597,"(8, 16, 8)",0.01,0.5,1e-05
23.70008146416967,"(8, 16, 8)",0.01,0.5,0.0001
26.561884603353644,"(8, 16, 8)",0.01,0.5,0.0005
19.754817917841752,"(8, 16, 8)",0.01,0.8,0
19.056679964770698,"(8, 16, 8)",0.01,0.8,1e-05
28.147118752407337,"(8, 16, 8)",0.01,0.8,0.0001
19.745752863275857,"(8, 16, 8)",0.01,0.8,0.0005
31.69308644081548,"(8, 16, 8)",0.01,1.0,0
30.287073049859394,"(8, 16, 8)",0.01,1.0,1e-05
24.905175768040404,"(8, 16, 8)",0.01,1.0,0.0001
11.351479300427552,"(8, 16, 8)",0.01,1.0,0.0005
18.70563692061471,"(8, 16, 8)",0.1,0.0,0
19.951513317243197,"(8, 16, 8)",0.1,0.0,1e-05
16.392428396078078,"(8, 16, 8)",0.1,0.0,0.0001
14.74383449605844,"(8, 16, 8)",0.1,0.0,0.0005
15.01540848680045,"(8, 16, 8)",0.1,0.5,0
21.671111875858056,"(8, 16, 8)",0.1,0.5,1e-05
22.207364796654648,"(8, 16, 8)",0.1,0.5,0.0001
23.04587435009632,"(8, 16, 8)",0.1,0.5,0.0005
16.241587900828854,"(8, 16, 8)",0.1,0.8,0
15.184850804669317,"(8, 16, 8)",0.1,0.8,1e-05
15.144947660186105,"(8, 16, 8)",0.1,0.8,0.0001
20.115156300476368,"(8, 16, 8)",0.1,0.8,0.0005
16.655214230368824,"(8, 16, 8)",0.1,1.0,0
16.913118367500314,"(8, 16, 8)",0.1,1.0,1e-05
18.046135779640835,"(8, 16, 8)",0.1,1.0,0.0001
17.43112639844757,"(8, 16, 8)",0.1,1.0,0.0005
51.230825228991854,"(8, 16, 8)",0.8,0.0,0
51.69852576419907,"(8, 16, 8)",0.8,0.0,1e-05
20.12020339009461,"(8, 16, 8)",0.8,0.0,0.0001
20.066175300825673,"(8, 16, 8)",0.8,0.0,0.0005
20.05987331239578,"(8, 16, 8)",0.8,0.5,0
50.48968174970636,"(8, 16, 8)",0.8,0.5,1e-05
20.062105502703336,"(8, 16, 8)",0.8,0.5,0.0001
20.065956110749045,"(8, 16, 8)",0.8,0.5,0.0005
20.05704421087978,"(8, 16, 8)",0.8,0.8,0
20.044249099516907,"(8, 16, 8)",0.8,0.8,1e-05
20.061937968144534,"(8, 16, 8)",0.8,0.8,0.0001
22.695793166014223,"(8, 16, 8)",0.8,0.8,0.0005
52.07595362027123,"(8, 16, 8)",0.8,1.0,0
51.66764888091021,"(8, 16, 8)",0.8,1.0,1e-05
20.05824716658023,"(8, 16, 8)",0.8,1.0,0.0001
21.506836893532583,"(8, 16, 8)",0.8,1.0,0.0005
20.028948602237243,"(8, 16, 8)",1.0,0.0,0
52.36767320925001,"(8, 16, 8)",1.0,0.0,1e-05
20.055424942010234,"(8, 16, 8)",1.0,0.0,0.0001
24.989638610397314,"(8, 16, 8)",1.0,0.0,0.0005
53.44254083887631,"(8, 16, 8)",1.0,0.5,0
20.04864037522997,"(8, 16, 8)",1.0,0.5,1e-05
51.92258370843798,"(8, 16, 8)",1.0,0.5,0.0001
20.02689474126994,"(8, 16, 8)",1.0,0.5,0.0005
50.39896932264811,"(8, 16, 8)",1.0,0.8,0
20.05410790633767,"(8, 16, 8)",1.0,0.8,1e-05
52.01893595760603,"(8, 16, 8)",1.0,0.8,0.0001
20.058065907591885,"(8, 16, 8)",1.0,0.8,0.0005
53.2440555521223,"(8, 16, 8)",1.0,1.0,0
50.27885543865161,"(8, 16, 8)",1.0,1.0,1e-05
20.062604765340005,"(8, 16, 8)",1.0,1.0,0.0001
52.74861956845953,"(8, 16, 8)",1.0,1.0,0.0005
25.488169336214327,"(16, 32, 16)",0.01,0.0,0
25.92010868525019,"(16, 32, 16)",0.01,0.0,1e-05
19.40710405581811,"(16, 32, 16)",0.01,0.0,0.0001
19.565407303828838,"(16, 32, 16)",0.01,0.0,0.0005
18.823592850339924,"(16, 32, 16)",0.01,0.5,0
19.007193037310376,"(16, 32, 16)",0.01,0.5,1e-05
25.373519035742213,"(16, 32, 16)",0.01,0.5,0.0001
19.685438224203967,"(16, 32, 16)",0.01,0.5,0.0005
25.720715401414296,"(16, 32, 16)",0.01,0.8,0
23.085834492262173,"(16, 32, 16)",0.01,0.8,1e-05
24.956687682199004,"(16, 32, 16)",0.01,0.8,0.0001
28.821201259690536,"(16, 32, 16)",0.01,0.8,0.0005
26.408528557634988,"(16, 32, 16)",0.01,1.0,0
23.168367486259857,"(16, 32, 16)",0.01,1.0,1e-05
22.043088113110848,"(16, 32, 16)",0.01,1.0,0.0001
19.503196361512877,"(16, 32, 16)",0.01,1.0,0.0005
11.047329368276898,"(16, 32, 16)",0.1,0.0,0
13.466891723270844,"(16, 32, 16)",0.1,0.0,1e-05
16.37297932010493,"(16, 32, 16)",0.1,0.0,0.0001
39.75931411360197,"(16, 32, 16)",0.1,0.0,0.0005
18.777878396842993,"(16, 32, 16)",0.1,0.5,0
20.98068879511624,"(16, 32, 16)",0.1,0.5,1e-05
15.443183444908717,"(16, 32, 16)",0.1,0.5,0.0001
17.909453958414304,"(16, 32, 16)",0.1,0.5,0.0005
14.999905583015355,"(16, 32, 16)",0.1,0.8,0
16.675359466109473,"(16, 32, 16)",0.1,0.8,1e-05
15.453672685065744,"(16, 32, 16)",0.1,0.8,0.0001
18.79289187254921,"(16, 32, 16)",0.1,0.8,0.0005
21.1585487670111,"(16, 32, 16)",0.1,1.0,0
15.85861014565827,"(16, 32, 16)",0.1,1.0,1e-05
15.389795733844629,"(16, 32, 16)",0.1,1.0,0.0001
13.307165522248077,"(16, 32, 16)",0.1,1.0,0.0005
19.915742349902917,"(16, 32, 16)",0.8,0.0,0
52.72243613226626,"(16, 32, 16)",0.8,0.0,1e-05
53.585774720343224,"(16, 32, 16)",0.8,0.0,0.0001
52.494864876505886,"(16, 32, 16)",0.8,0.0,0.0005
52.33555953756553,"(16, 32, 16)",0.8,0.5,0
53.320599727526854,"(16, 32, 16)",0.8,0.5,1e-05
52.6322920129712,"(16, 32, 16)",0.8,0.5,0.0001
19.98762348291699,"(16, 32, 16)",0.8,0.5,0.0005
52.397928010646375,"(16, 32, 16)",0.8,0.8,0
20.88673224837146,"(16, 32, 16)",0.8,0.8,1e-05
52.55774130632388,"(16, 32, 16)",0.8,0.8,0.0001
55.68013697605184,"(16, 32, 16)",0.8,0.8,0.0005
52.97166807807746,"(16, 32, 16)",0.8,1.0,0
20.393922129117204,"(16, 32, 16)",0.8,1.0,1e-05
52.49532920797902,"(16, 32, 16)",0.8,1.0,0.0001
52.44736686559464,"(16, 32, 16)",0.8,1.0,0.0005
52.37272296200324,"(16, 32, 16)",1.0,0.0,0
20.24310981700492,"(16, 32, 16)",1.0,0.0,1e-05
21.91164781327262,"(16, 32, 16)",1.0,0.0,0.0001
25.840531484753722,"(16, 32, 16)",1.0,0.0,0.0005
20.001022247583535,"(16, 32, 16)",1.0,0.5,0
53.51363272541717,"(16, 32, 16)",1.0,0.5,1e-05
53.075688182260976,"(16, 32, 16)",1.0,0.5,0.0001
20.905119390061508,"(16, 32, 16)",1.0,0.5,0.0005
53.65975975997985,"(16, 32, 16)",1.0,0.8,0
52.94542092377452,"(16, 32, 16)",1.0,0.8,1e-05
52.95414476263034,"(16, 32, 16)",1.0,0.8,0.0001
88.93750081868562,"(16, 32, 16)",1.0,0.8,0.0005
20.387168416244002,"(16, 32, 16)",1.0,1.0,0
53.1354671288979,"(16, 32, 16)",1.0,1.0,1e-05
21.99828583615813,"(16, 32, 16)",1.0,1.0,0.0001
53.12736618520661,"(16, 32, 16)",1.0,1.0,0.0005
16.507776495388157,"(8, 8, 8)",0.01,0.0,0
23.05305559315874,"(8, 8, 8)",0.01,0.0,1e-05
33.490169135634865,"(8, 8, 8)",0.01,0.0,0.0001
20.089621639557265,"(8, 8, 8)",0.01,0.0,0.0005
19.310718755089077,"(8, 8, 8)",0.01,0.5,0
22.33401210699238,"(8, 8, 8)",0.01,0.5,1e-05
