me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
13.9251937163004,0,squared_error,best,8,4,1,0.001,0.001
13.9269761087446,0,friedman_mse,best,8,6,1,0,0
13.9271266968326,0,absolute_error,best,8,6,1,0.01,0.01
13.9271616848485,0,poisson,best,24,6,2,0.01,0.01
13.9304069389658,0,squared_error,best,8,4,2,0.001,0
13.9307943982275,0,poisson,best,24,4,2,0.01,0
13.9313687782805,0,absolute_error,best,8,2,1,0.01,0.001
13.9325452488688,0,absolute_error,best,16,4,2,0.01,0.01
13.9341990551881,0,squared_error,best,8,4,1,0,0.001
13.9377125889836,0,squared_error,best,8,4,1,0,0.01
13.9394781081934,0,poisson,best,24,2,4,0.01,0.01
13.9396634577328,2,poisson,best,32,4,4,0.01,0.01
13.9405243686626,2,poisson,best,48,2,4,0.01,0
13.9416508279744,0,squared_error,best,8,4,2,0,0.001
13.9428102611241,0,poisson,best,24,6,1,0.01,0.01
13.9437760247545,1,poisson,best,48,2,1,0.01,0
13.9441864059143,2,friedman_mse,best,16,2,2,0.01,0.001
13.9452052929028,0,squared_error,best,8,6,1,0.001,0
13.9487759363679,0,friedman_mse,best,8,6,1,0.001,0.001
13.9499208144796,1,absolute_error,best,24,6,2,0.01,0.01
13.9515444452504,0,friedman_mse,best,8,4,2,0.001,0.001
13.951575790267,0,friedman_mse,best,8,6,2,0,0.001
13.9523449731538,0,friedman_mse,best,8,6,2,0.001,0.001
13.9524095022624,1,absolute_error,best,16,6,1,0.01,0.01
13.958899048701,0,poisson,best,24,2,1,0.01,0
13.9594570135747,0,absolute_error,best,8,2,4,0.01,0.001
13.9596464360803,2,friedman_mse,best,32,4,2,0.01,0
13.9635859728507,0,absolute_error,best,8,2,1,0.01,0.01
13.9638240826053,1,poisson,best,48,4,1,0.01,0.001
13.9642150213499,0,friedman_mse,best,8,4,2,0,0.001
13.9652546536727,0,squared_error,best,8,2,1,0.001,0
13.9658371040724,0,absolute_error,best,8,6,2,0.01,0
13.9661073695661,2,squared_error,best,48,4,2,0.01,0.01
13.9678494095774,2,friedman_mse,best,16,2,2,0.01,0.01
13.96901040793,0,poisson,best,24,2,4,0.01,0
13.972092760181,2,absolute_error,best,8,6,2,0.01,0.001
13.9729695043397,0,friedman_mse,best,8,2,2,0,0
13.9765103456931,0,squared_error,best,8,4,1,0.001,0
13.977545741726,0,friedman_mse,best,8,6,1,0.001,0.01
13.9790772902428,0,friedman_mse,best,8,4,1,0.001,0.01
13.9796832579186,1,absolute_error,best,32,2,4,0.01,0
13.9798893794114,2,friedman_mse,best,32,2,2,0.01,0.01
13.9802233591572,2,squared_error,best,16,6,2,0.01,0.001
13.9806494526715,2,squared_error,best,16,6,4,0.01,0
13.9810981706202,2,squared_error,best,16,4,4,0.01,0
13.9811186403466,2,friedman_mse,best,48,4,4,0.01,0.01
13.9838043246463,0,squared_error,best,8,4,1,0.001,0.01
13.9840307609639,2,friedman_mse,best,8,6,4,0.01,0.001
13.9840837104072,0,absolute_error,best,32,2,4,0.01,0
13.9841429828996,1,poisson,best,16,2,4,0.01,0.01
13.9842483537704,2,squared_error,best,32,2,1,0.01,0
13.9845588235294,0,absolute_error,best,8,2,4,0.01,0
13.9859953160167,2,squared_error,best,8,4,2,0.01,0.001
13.9866740037057,0,poisson,best,24,6,1,0.01,0
13.9874095022624,1,absolute_error,best,24,4,4,0.01,0
13.9874556366836,2,squared_error,best,16,4,2,0.01,0.001
13.9881135106602,0,squared_error,best,8,2,2,0.001,0
13.9881676836114,0,friedman_mse,best,8,6,2,0,0.01
